Season,Date,HomeTeam,AwayTeam,HomeGoals,AwayGoals,Result
2122,23/04/2022,RB Leipzig,Union Berlin,1,2,A
2122,23/04/2022,Bayern Munich,Dortmund,3,1,H
2122,24/04/2022,Bochum,Augsburg,0,2,A
2122,24/04/2022,Hertha,Stuttgart,2,0,H
2122,29/04/2022,Union Berlin,Greuther Furth,1,1,D
2122,30/04/2022,Augsburg,FC Koln,1,4,A
2122,30/04/2022,Bielefeld,Hertha,1,1,D
2122,30/04/2022,Dortmund,Bochum,3,4,A
2122,30/04/2022,Mainz,Bayern Munich,3,1,H
2122,30/04/2022,Stuttgart,Wolfsburg,1,1,D
2122,30/04/2022,Hoffenheim,Freiburg,3,4,A
2122,02/05/2022,Leverkusen,Ein Frankfurt,2,0,H
2122,02/05/2022,M'gladbach,RB Leipzig,3,1,H
2122,06/05/2022,Bochum,Bielefeld,2,1,H
2122,07/05/2022,FC Koln,Wolfsburg,0,1,A
2122,07/05/2022,Freiburg,Union Berlin,1,4,A
2122,07/05/2022,Greuther Furth,Dortmund,1,3,A
2122,07/05/2022,Hoffenheim,Leverkusen,2,4,A
2122,07/05/2022,Hertha,Mainz,1,2,A
2122,08/05/2022,Ein Frankfurt,M'gladbach,1,1,D
2122,08/05/2022,Bayern Munich,Stuttgart,2,2,D
2122,08/05/2022,RB Leipzig,Augsburg,4,0,H
2122,14/05/2022,Augsburg,Greuther Furth,2,1,H
2122,14/05/2022,Bielefeld,RB Leipzig,1,1,D
2122,14/05/2022,Dortmund,Hertha,2,1,H
2122,14/05/2022,Leverkusen,Freiburg,2,1,H
2122,14/05/2022,Mainz,Ein Frankfurt,2,2,D
2122,14/05/2022,M'gladbach,Hoffenheim,5,1,H
2122,14/05/2022,Stuttgart,FC Koln,2,1,H
2122,14/05/2022,Union Berlin,Bochum,3,2,H
2122,14/05/2022,Wolfsburg,Bayern Munich,2,2,D
2223,05/08/2022,Ein Frankfurt,Bayern Munich,1,6,A
2223,06/08/2022,Augsburg,Freiburg,0,4,A
2223,06/08/2022,Bochum,Mainz,1,2,A
2223,06/08/2022,M'gladbach,Hoffenheim,3,1,H
2223,06/08/2022,Union Berlin,Hertha,3,1,H
2223,06/08/2022,Wolfsburg,Werder Bremen,2,2,D
2223,06/08/2022,Dortmund,Leverkusen,1,0,H
2223,07/08/2022,Stuttgart,RB Leipzig,1,1,D
2223,07/08/2022,FC Koln,Schalke 04,3,1,H
2223,12/08/2022,Freiburg,Dortmund,1,3,A
2223,13/08/2022,Hertha,Ein Frankfurt,1,1,D
2223,13/08/2022,Hoffenheim,Bochum,3,2,H
2223,13/08/2022,Leverkusen,Augsburg,1,2,A
2223,13/08/2022,RB Leipzig,FC Koln,2,2,D
2223,13/08/2022,Werder Bremen,Stuttgart,2,2,D
2223,13/08/2022,Schalke 04,M'gladbach,2,2,D
2223,14/08/2022,Mainz,Union Berlin,0,0,D
2223,14/08/2022,Bayern Munich,Wolfsburg,2,0,H
2223,19/08/2022,M'gladbach,Hertha,1,0,H
2223,20/08/2022,Augsburg,Mainz,1,2,A
2223,20/08/2022,Dortmund,Werder Bremen,2,3,A
2223,20/08/2022,Leverkusen,Hoffenheim,0,3,A
2223,20/08/2022,Stuttgart,Freiburg,0,1,A
2223,20/08/2022,Wolfsburg,Schalke 04,0,0,D
2223,20/08/2022,Union Berlin,RB Leipzig,2,1,H
2223,21/08/2022,Ein Frankfurt,FC Koln,1,1,D
2223,21/08/2022,Bochum,Bayern Munich,0,7,A
2223,26/08/2022,Freiburg,Bochum,1,0,H
2223,27/08/2022,Hertha,Dortmund,0,1,A
2223,27/08/2022,Hoffenheim,Augsburg,1,0,H
2223,27/08/2022,Mainz,Leverkusen,0,3,A
2223,27/08/2022,RB Leipzig,Wolfsburg,2,0,H
2223,27/08/2022,Schalke 04,Union Berlin,1,6,A
2223,27/08/2022,Bayern Munich,M'gladbach,1,1,D
2223,28/08/2022,FC Koln,Stuttgart,0,0,D
2223,28/08/2022,Werder Bremen,Ein Frankfurt,3,4,A
2223,02/09/2022,Dortmund,Hoffenheim,1,0,H
2223,03/09/2022,Bochum,Werder Bremen,0,2,A
2223,03/09/2022,Leverkusen,Freiburg,2,3,A
2223,03/09/2022,Stuttgart,Schalke 04,1,1,D
2223,03/09/2022,Union Berlin,Bayern Munich,1,1,D
2223,03/09/2022,Wolfsburg,FC Koln,2,4,A
2223,03/09/2022,Ein Frankfurt,RB Leipzig,4,0,H
2223,04/09/2022,Augsburg,Hertha,0,2,A
2223,04/09/2022,M'gladbach,Mainz,0,1,A
2223,09/09/2022,Werder Bremen,Augsburg,0,1,A
2223,10/09/2022,Bayern Munich,Stuttgart,2,2,D
2223,10/09/2022,Ein Frankfurt,Wolfsburg,0,1,A
2223,10/09/2022,Hertha,Leverkusen,2,2,D
2223,10/09/2022,Hoffenheim,Mainz,4,1,H
2223,10/09/2022,RB Leipzig,Dortmund,3,0,H
2223,10/09/2022,Schalke 04,Bochum,3,1,H
2223,11/09/2022,FC Koln,Union Berlin,0,1,A
2223,11/09/2022,Freiburg,M'gladbach,0,0,D
2223,16/09/2022,Mainz,Hertha,1,1,D
2223,17/09/2022,Augsburg,Bayern Munich,1,0,H
2223,17/09/2022,Dortmund,Schalke 04,1,0,H
2223,17/09/2022,Leverkusen,Werder Bremen,1,1,D
2223,17/09/2022,Stuttgart,Ein Frankfurt,1,3,A
2223,17/09/2022,M'gladbach,RB Leipzig,3,0,H
2223,18/09/2022,Union Berlin,Wolfsburg,2,0,H
2223,18/09/2022,Bochum,FC Koln,1,1,D
2223,18/09/2022,Hoffenheim,Freiburg,0,0,D
2223,30/09/2022,Bayern Munich,Leverkusen,4,0,H
2223,01/10/2022,Ein Frankfurt,Union Berlin,2,0,H
2223,01/10/2022,FC Koln,Dortmund,3,2,H
2223,01/10/2022,Freiburg,Mainz,2,1,H
2223,01/10/2022,RB Leipzig,Bochum,4,0,H
2223,01/10/2022,Wolfsburg,Stuttgart,3,2,H
2223,01/10/2022,Werder Bremen,M'gladbach,5,1,H
2223,02/10/2022,Hertha,Hoffenheim,1,1,D
2223,02/10/2022,Schalke 04,Augsburg,2,3,A
2223,07/10/2022,Hoffenheim,Werder Bremen,1,2,A
2223,08/10/2022,Augsburg,Wolfsburg,1,1,D
2223,08/10/2022,Bochum,Ein Frankfurt,3,0,H
2223,08/10/2022,Leverkusen,Schalke 04,4,0,H
2223,08/10/2022,Mainz,RB Leipzig,1,1,D
2223,08/10/2022,Dortmund,Bayern Munich,2,2,D
2223,09/10/2022,M'gladbach,FC Koln,5,2,H
2223,09/10/2022,Hertha,Freiburg,2,2,D
2223,09/10/2022,Stuttgart,Union Berlin,0,1,A
2223,14/10/2022,Schalke 04,Hoffenheim,0,3,A
2223,15/10/2022,Ein Frankfurt,Leverkusen,5,1,H
2223,15/10/2022,Stuttgart,Bochum,4,1,H
2223,15/10/2022,Werder Bremen,Mainz,0,2,A
2223,15/10/2022,Wolfsburg,M'gladbach,2,2,D
2223,15/10/2022,RB Leipzig,Hertha,3,2,H
2223,16/10/2022,FC Koln,Augsburg,3,2,H
2223,16/10/2022,Union Berlin,Dortmund,2,0,H
2223,16/10/2022,Bayern Munich,Freiburg,5,0,H
2223,21/10/2022,Mainz,FC Koln,5,0,H
2223,22/10/2022,Augsburg,RB Leipzig,3,3,D
2223,22/10/2022,Dortmund,Stuttgart,5,0,H
2223,22/10/2022,Freiburg,Werder Bremen,2,0,H
2223,22/10/2022,Hoffenheim,Bayern Munich,0,2,A
2223,22/10/2022,Leverkusen,Wolfsburg,2,2,D
2223,22/10/2022,M'gladbach,Ein Frankfurt,1,3,A
2223,23/10/2022,Bochum,Union Berlin,2,1,H
2223,23/10/2022,Hertha,Schalke 04,2,1,H
2223,28/10/2022,Werder Bremen,Hertha,1,0,H
2223,29/10/2022,Bayern Munich,Mainz,6,2,H
2223,29/10/2022,RB Leipzig,Leverkusen,2,0,H
2223,29/10/2022,Stuttgart,Augsburg,2,1,H
2223,29/10/2022,Wolfsburg,Bochum,4,0,H
2223,29/10/2022,Ein Frankfurt,Dortmund,1,2,A
2223,30/10/2022,Union Berlin,M'gladbach,2,1,H
2223,30/10/2022,Schalke 04,Freiburg,0,2,A
2223,30/10/2022,FC Koln,Hoffenheim,1,1,D
2223,04/11/2022,M'gladbach,Stuttgart,3,1,H
2223,05/11/2022,Augsburg,Ein Frankfurt,1,2,A
2223,05/11/2022,Dortmund,Bochum,3,0,H
2223,05/11/2022,Hertha,Bayern Munich,2,3,A
2223,05/11/2022,Hoffenheim,RB Leipzig,1,3,A
2223,05/11/2022,Mainz,Wolfsburg,0,3,A
2223,05/11/2022,Werder Bremen,Schalke 04,2,1,H
2223,06/11/2022,Leverkusen,Union Berlin,5,0,H
2223,06/11/2022,Freiburg,FC Koln,2,0,H
2223,08/11/2022,Wolfsburg,Dortmund,2,0,H
2223,08/11/2022,Bayern Munich,Werder Bremen,6,1,H
2223,08/11/2022,Bochum,M'gladbach,2,1,H
2223,08/11/2022,Stuttgart,Hertha,2,1,H
2223,09/11/2022,FC Koln,Leverkusen,1,2,A
2223,09/11/2022,Ein Frankfurt,Hoffenheim,4,2,H
2223,09/11/2022,RB Leipzig,Freiburg,3,1,H
2223,09/11/2022,Schalke 04,Mainz,1,0,H
2223,09/11/2022,Union Berlin,Augsburg,2,2,D
2223,11/11/2022,M'gladbach,Dortmund,4,2,H
2223,12/11/2022,Augsburg,Bochum,0,1,A
2223,12/11/2022,Hertha,FC Koln,2,0,H
2223,12/11/2022,Hoffenheim,Wolfsburg,1,2,A
2223,12/11/2022,Leverkusen,Stuttgart,2,0,H
2223,12/11/2022,Werder Bremen,RB Leipzig,1,2,A
2223,12/11/2022,Schalke 04,Bayern Munich,0,2,A
2223,13/11/2022,Mainz,Ein Frankfurt,1,1,D
2223,13/11/2022,Freiburg,Union Berlin,4,1,H
2223,20/01/2023,RB Leipzig,Bayern Munich,1,1,D
2223,21/01/2023,Bochum,Hertha,3,1,H
2223,21/01/2023,Ein Frankfurt,Schalke 04,3,0,H
2223,21/01/2023,Stuttgart,Mainz,1,1,D
2223,21/01/2023,Union Berlin,Hoffenheim,3,1,H
2223,21/01/2023,Wolfsburg,Freiburg,6,0,H
2223,21/01/2023,FC Koln,Werder Bremen,7,1,H
2223,22/01/2023,Dortmund,Augsburg,4,3,H
2223,22/01/2023,M'gladbach,Leverkusen,2,3,A
2223,24/01/2023,Schalke 04,RB Leipzig,1,6,A
2223,24/01/2023,Bayern Munich,FC Koln,1,1,D
2223,24/01/2023,Hertha,Wolfsburg,0,5,A
2223,24/01/2023,Hoffenheim,Stuttgart,2,2,D
2223,25/01/2023,Mainz,Dortmund,1,2,A
2223,25/01/2023,Augsburg,M'gladbach,1,0,H
2223,25/01/2023,Freiburg,Ein Frankfurt,1,1,D
2223,25/01/2023,Leverkusen,Bochum,2,0,H
2223,25/01/2023,Werder Bremen,Union Berlin,1,2,A
2223,27/01/2023,RB Leipzig,Stuttgart,2,1,H
2223,28/01/2023,Freiburg,Augsburg,3,1,H
2223,28/01/2023,Hertha,Union Berlin,0,2,A
2223,28/01/2023,Hoffenheim,M'gladbach,1,4,A
2223,28/01/2023,Mainz,Bochum,5,2,H
2223,28/01/2023,Werder Bremen,Wolfsburg,2,1,H
2223,28/01/2023,Bayern Munich,Ein Frankfurt,1,1,D
2223,29/01/2023,Schalke 04,FC Koln,0,0,D
2223,29/01/2023,Leverkusen,Dortmund,0,2,A
2223,03/02/2023,Augsburg,Leverkusen,1,0,H
2223,04/02/2023,Bochum,Hoffenheim,5,2,H
2223,04/02/2023,Dortmund,Freiburg,5,1,H
2223,04/02/2023,Ein Frankfurt,Hertha,3,0,H
2223,04/02/2023,FC Koln,RB Leipzig,0,0,D
2223,04/02/2023,Union Berlin,Mainz,2,1,H
2223,04/02/2023,M'gladbach,Schalke 04,0,0,D
2223,05/02/2023,Stuttgart,Werder Bremen,0,2,A
2223,05/02/2023,Wolfsburg,Bayern Munich,2,4,A
2223,10/02/2023,Schalke 04,Wolfsburg,0,0,D
2223,11/02/2023,Bayern Munich,Bochum,3,0,H
2223,11/02/2023,Freiburg,Stuttgart,2,1,H
2223,11/02/2023,Hoffenheim,Leverkusen,1,3,A
2223,11/02/2023,Mainz,Augsburg,3,1,H
2223,11/02/2023,Werder Bremen,Dortmund,0,2,A
2223,11/02/2023,RB Leipzig,Union Berlin,1,2,A
2223,12/02/2023,Hertha,M'gladbach,4,1,H
2223,12/02/2023,FC Koln,Ein Frankfurt,3,0,H
2223,17/02/2023,Augsburg,Hoffenheim,1,0,H
2223,18/02/2023,Bochum,Freiburg,0,2,A
2223,18/02/2023,M'gladbach,Bayern Munich,3,2,H
2223,18/02/2023,Stuttgart,FC Koln,3,0,H
2223,18/02/2023,Wolfsburg,RB Leipzig,0,3,A
2223,18/02/2023,Ein Frankfurt,Werder Bremen,2,0,H
2223,19/02/2023,Union Berlin,Schalke 04,0,0,D
2223,19/02/2023,Dortmund,Hertha,4,1,H
2223,19/02/2023,Leverkusen,Mainz,2,3,A
2223,24/02/2023,Mainz,M'gladbach,4,0,H
2223,25/02/2023,FC Koln,Wolfsburg,0,2,A
2223,25/02/2023,Hertha,Augsburg,2,0,H
2223,25/02/2023,Hoffenheim,Dortmund,0,1,A
2223,25/02/2023,RB Leipzig,Ein Frankfurt,2,1,H
2223,25/02/2023,Werder Bremen,Bochum,3,0,H
2223,25/02/2023,Schalke 04,Stuttgart,2,1,H
2223,26/02/2023,Freiburg,Leverkusen,1,1,D
2223,26/02/2023,Bayern Munich,Union Berlin,3,0,H
2223,03/03/2023,Dortmund,RB Leipzig,2,1,H
2223,04/03/2023,Augsburg,Werder Bremen,2,1,H
2223,04/03/2023,Bochum,Schalke 04,0,2,A
2223,04/03/2023,Mainz,Hoffenheim,1,0,H
2223,04/03/2023,M'gladbach,Freiburg,0,0,D
2223,04/03/2023,Union Berlin,FC Koln,0,0,D
2223,04/03/2023,Stuttgart,Bayern Munich,1,2,A
2223,05/03/2023,Leverkusen,Hertha,4,1,H
2223,05/03/2023,Wolfsburg,Ein Frankfurt,2,2,D
2223,10/03/2023,FC Koln,Bochum,0,2,A
2223,11/03/2023,Bayern Munich,Augsburg,5,3,H
2223,11/03/2023,Ein Frankfurt,Stuttgart,1,1,D
2223,11/03/2023,Hertha,Mainz,1,1,D
2223,11/03/2023,RB Leipzig,M'gladbach,3,0,H
2223,11/03/2023,Schalke 04,Dortmund,2,2,D
2223,12/03/2023,Freiburg,Hoffenheim,2,1,H
2223,12/03/2023,Werder Bremen,Leverkusen,2,3,A
2223,12/03/2023,Wolfsburg,Union Berlin,1,1,D
2223,17/03/2023,M'gladbach,Werder Bremen,2,2,D
2223,18/03/2023,Augsburg,Schalke 04,1,1,D
2223,18/03/2023,Bochum,RB Leipzig,1,0,H
2223,18/03/2023,Hoffenheim,Hertha,3,1,H
2223,18/03/2023,Stuttgart,Wolfsburg,0,1,A
2223,18/03/2023,Dortmund,FC Koln,6,1,H
2223,19/03/2023,Union Berlin,Ein Frankfurt,2,0,H
2223,19/03/2023,Leverkusen,Bayern Munich,2,1,H
2223,19/03/2023,Mainz,Freiburg,1,1,D
2223,31/03/2023,Ein Frankfurt,Bochum,1,1,D
2223,01/04/2023,Freiburg,Hertha,1,1,D
2223,01/04/2023,RB Leipzig,Mainz,0,3,A
2223,01/04/2023,Schalke 04,Leverkusen,0,3,A
2223,01/04/2023,Union Berlin,Stuttgart,3,0,H
2223,01/04/2023,Wolfsburg,Augsburg,2,2,D
2223,01/04/2023,Bayern Munich,Dortmund,4,2,H
2223,02/04/2023,FC Koln,M'gladbach,0,0,D
2223,02/04/2023,Werder Bremen,Hoffenheim,1,2,A
2223,08/04/2023,Augsburg,FC Koln,1,3,A
2223,08/04/2023,Dortmund,Union Berlin,2,1,H
2223,08/04/2023,Freiburg,Bayern Munich,0,1,A
2223,08/04/2023,Leverkusen,Ein Frankfurt,3,1,H
2223,08/04/2023,Mainz,Werder Bremen,2,2,D
2223,08/04/2023,Hertha,RB Leipzig,0,1,A
2223,09/04/2023,M'gladbach,Wolfsburg,2,0,H
2223,09/04/2023,Bochum,Stuttgart,2,3,A
2223,09/04/2023,Hoffenheim,Schalke 04,2,0,H
2223,14/04/2023,Schalke 04,Hertha,5,2,H
2223,15/04/2023,Bayern Munich,Hoffenheim,1,1,D
2223,15/04/2023,FC Koln,Mainz,1,1,D
2223,15/04/2023,RB Leipzig,Augsburg,3,2,H
2223,15/04/2023,Stuttgart,Dortmund,3,3,D
2223,15/04/2023,Ein Frankfurt,M'gladbach,1,1,D
2223,16/04/2023,Werder Bremen,Freiburg,1,2,A
2223,16/04/2023,Union Berlin,Bochum,1,1,D
2223,16/04/2023,Wolfsburg,Leverkusen,0,0,D
2223,21/04/2023,Augsburg,Stuttgart,1,1,D
2223,22/04/2023,Bochum,Wolfsburg,1,5,A
2223,22/04/2023,Hertha,Werder Bremen,2,4,A
2223,22/04/2023,Hoffenheim,FC Koln,1,3,A
2223,22/04/2023,Mainz,Bayern Munich,3,1,H
2223,22/04/2023,Dortmund,Ein Frankfurt,4,0,H
2223,23/04/2023,Freiburg,Schalke 04,4,0,H
2223,23/04/2023,Leverkusen,RB Leipzig,2,0,H
2223,23/04/2023,M'gladbach,Union Berlin,0,1,A
2223,28/04/2023,Bochum,Dortmund,1,1,D
2223,29/04/2023,Ein Frankfurt,Augsburg,1,1,D
2223,29/04/2023,FC Koln,Freiburg,0,1,A
2223,29/04/2023,RB Leipzig,Hoffenheim,1,0,H
2223,29/04/2023,Stuttgart,M'gladbach,2,1,H
2223,29/04/2023,Union Berlin,Leverkusen,0,0,D
2223,29/04/2023,Schalke 04,Werder Bremen,2,1,H
2223,30/04/2023,Bayern Munich,Hertha,2,0,H
2223,30/04/2023,Wolfsburg,Mainz,3,0,H
2223,05/05/2023,Leverkusen,FC Koln,1,2,A
2223,05/05/2023,Mainz,Schalke 04,2,3,A
2223,06/05/2023,Augsburg,Union Berlin,1,0,H
2223,06/05/2023,Freiburg,RB Leipzig,0,1,A
2223,06/05/2023,Hertha,Stuttgart,2,1,H
2223,06/05/2023,Hoffenheim,Ein Frankfurt,3,1,H
2223,06/05/2023,M'gladbach,Bochum,2,0,H
2223,06/05/2023,Werder Bremen,Bayern Munich,1,2,A
2223,07/05/2023,Dortmund,Wolfsburg,6,0,H
2223,12/05/2023,FC Koln,Hertha,5,2,H
2223,13/05/2023,Bayern Munich,Schalke 04,6,0,H
2223,13/05/2023,Bochum,Augsburg,3,2,H
2223,13/05/2023,Ein Frankfurt,Mainz,3,0,H
2223,13/05/2023,Union Berlin,Freiburg,4,2,H
2223,13/05/2023,Wolfsburg,Hoffenheim,2,1,H
2223,13/05/2023,Dortmund,M'gladbach,5,2,H
2223,14/05/2023,Stuttgart,Leverkusen,1,1,D
2223,14/05/2023,RB Leipzig,Werder Bremen,2,1,H
2223,19/05/2023,Freiburg,Wolfsburg,2,0,H
2223,20/05/2023,Hertha,Bochum,1,1,D
2223,20/05/2023,Hoffenheim,Union Berlin,4,2,H
2223,20/05/2023,Schalke 04,Ein Frankfurt,2,2,D
2223,20/05/2023,Werder Bremen,FC Koln,1,1,D
2223,20/05/2023,Bayern Munich,RB Leipzig,1,3,A
2223,21/05/2023,Mainz,Stuttgart,1,4,A
2223,21/05/2023,Augsburg,Dortmund,0,3,A
2223,21/05/2023,Leverkusen,M'gladbach,2,2,D
2223,27/05/2023,Bochum,Leverkusen,3,0,H
2223,27/05/2023,Dortmund,Mainz,2,2,D
2223,27/05/2023,Ein Frankfurt,Freiburg,2,1,H
2223,27/05/2023,FC Koln,Bayern Munich,1,2,A
2223,27/05/2023,M'gladbach,Augsburg,2,0,H
2223,27/05/2023,RB Leipzig,Schalke 04,4,2,H
2223,27/05/2023,Stuttgart,Hoffenheim,1,1,D
2223,27/05/2023,Union Berlin,Werder Bremen,1,0,H
2223,27/05/2023,Wolfsburg,Hertha,1,2,A
2324,18/08/2023,Werder Bremen,Bayern Munich,0,4,A
2324,19/08/2023,Augsburg,M'gladbach,4,4,D
2324,19/08/2023,Hoffenheim,Freiburg,1,2,A
2324,19/08/2023,Leverkusen,RB Leipzig,3,2,H
2324,19/08/2023,Stuttgart,Bochum,5,0,H
2324,19/08/2023,Wolfsburg,Heidenheim,2,0,H
2324,19/08/2023,Dortmund,FC Koln,1,0,H
2324,20/08/2023,Union Berlin,Mainz,4,1,H
2324,20/08/2023,Ein Frankfurt,Darmstadt,1,0,H
2324,25/08/2023,RB Leipzig,Stuttgart,5,1,H
2324,26/08/2023,Bochum,Dortmund,1,1,D
2324,26/08/2023,Darmstadt,Union Berlin,1,4,A
2324,26/08/2023,FC Koln,Wolfsburg,1,2,A
2324,26/08/2023,Freiburg,Werder Bremen,1,0,H
2324,26/08/2023,Heidenheim,Hoffenheim,2,3,A
2324,26/08/2023,M'gladbach,Leverkusen,0,3,A
2324,27/08/2023,Mainz,Ein Frankfurt,1,1,D
2324,27/08/2023,Bayern Munich,Augsburg,3,1,H
2324,01/09/2023,Dortmund,Heidenheim,2,2,D
2324,02/09/2023,Augsburg,Bochum,2,2,D
2324,02/09/2023,Hoffenheim,Wolfsburg,3,1,H
2324,02/09/2023,Leverkusen,Darmstadt,5,1,H
2324,02/09/2023,Stuttgart,Freiburg,5,0,H
2324,02/09/2023,Werder Bremen,Mainz,4,0,H
2324,02/09/2023,M'gladbach,Bayern Munich,1,2,A
2324,03/09/2023,Ein Frankfurt,FC Koln,1,1,D
2324,03/09/2023,Union Berlin,RB Leipzig,0,3,A
2324,15/09/2023,Bayern Munich,Leverkusen,2,2,D
2324,16/09/2023,FC Koln,Hoffenheim,1,3,A
2324,16/09/2023,Freiburg,Dortmund,2,4,A
2324,16/09/2023,Mainz,Stuttgart,1,3,A
2324,16/09/2023,RB Leipzig,Augsburg,3,0,H
2324,16/09/2023,Wolfsburg,Union Berlin,2,1,H
2324,16/09/2023,Bochum,Ein Frankfurt,1,1,D
2324,17/09/2023,Heidenheim,Werder Bremen,4,2,H
2324,17/09/2023,Darmstadt,M'gladbach,3,3,D
2324,22/09/2023,Stuttgart,Darmstadt,3,1,H
2324,23/09/2023,Augsburg,Mainz,2,1,H
2324,23/09/2023,Bayern Munich,Bochum,7,0,H
2324,23/09/2023,Dortmund,Wolfsburg,1,0,H
2324,23/09/2023,M'gladbach,RB Leipzig,0,1,A
2324,23/09/2023,Union Berlin,Hoffenheim,0,2,A
2324,23/09/2023,Werder Bremen,FC Koln,2,1,H
2324,24/09/2023,Leverkusen,Heidenheim,4,1,H
2324,24/09/2023,Ein Frankfurt,Freiburg,0,0,D
2324,29/09/2023,Hoffenheim,Dortmund,1,3,A
2324,30/09/2023,Bochum,M'gladbach,1,3,A
2324,30/09/2023,FC Koln,Stuttgart,0,2,A
2324,30/09/2023,Heidenheim,Union Berlin,1,0,H
2324,30/09/2023,Mainz,Leverkusen,0,3,A
2324,30/09/2023,Wolfsburg,Ein Frankfurt,2,0,H
2324,30/09/2023,RB Leipzig,Bayern Munich,2,2,D
2324,01/10/2023,Darmstadt,Werder Bremen,4,2,H
2324,01/10/2023,Freiburg,Augsburg,2,0,H
2324,06/10/2023,M'gladbach,Mainz,2,2,D
2324,07/10/2023,Augsburg,Darmstadt,1,2,A
2324,07/10/2023,Dortmund,Union Berlin,4,2,H
2324,07/10/2023,RB Leipzig,Bochum,0,0,D
2324,07/10/2023,Stuttgart,Wolfsburg,3,1,H
2324,07/10/2023,Werder Bremen,Hoffenheim,2,3,A
2324,08/10/2023,Leverkusen,FC Koln,3,0,H
2324,08/10/2023,Bayern Munich,Freiburg,3,0,H
2324,08/10/2023,Ein Frankfurt,Heidenheim,2,0,H
2324,20/10/2023,Dortmund,Werder Bremen,1,0,H
2324,21/10/2023,Darmstadt,RB Leipzig,1,3,A
2324,21/10/2023,Freiburg,Bochum,2,1,H
2324,21/10/2023,Hoffenheim,Ein Frankfurt,1,3,A
2324,21/10/2023,Union Berlin,Stuttgart,0,3,A
2324,21/10/2023,Wolfsburg,Leverkusen,1,2,A
2324,21/10/2023,Mainz,Bayern Munich,1,3,A
2324,22/10/2023,FC Koln,M'gladbach,3,1,H
2324,22/10/2023,Heidenheim,Augsburg,2,5,A
2324,27/10/2023,Bochum,Mainz,2,2,D
2324,28/10/2023,Augsburg,Wolfsburg,3,2,H
2324,28/10/2023,Bayern Munich,Darmstadt,8,0,H
2324,28/10/2023,M'gladbach,Heidenheim,2,1,H
2324,28/10/2023,Stuttgart,Hoffenheim,2,3,A
2324,28/10/2023,Werder Bremen,Union Berlin,2,0,H
2324,28/10/2023,RB Leipzig,FC Koln,6,0,H
2324,29/10/2023,Ein Frankfurt,Dortmund,3,3,D
2324,29/10/2023,Leverkusen,Freiburg,2,1,H
2324,03/11/2023,Darmstadt,Bochum,1,2,A
2324,04/11/2023,FC Koln,Augsburg,1,1,D
2324,04/11/2023,Freiburg,M'gladbach,3,3,D
2324,04/11/2023,Hoffenheim,Leverkusen,2,3,A
2324,04/11/2023,Mainz,RB Leipzig,2,0,H
2324,04/11/2023,Union Berlin,Ein Frankfurt,0,3,A
2324,04/11/2023,Dortmund,Bayern Munich,0,4,A
2324,05/11/2023,Wolfsburg,Werder Bremen,2,2,D
2324,05/11/2023,Heidenheim,Stuttgart,2,0,H
2324,10/11/2023,M'gladbach,Wolfsburg,4,0,H
2324,11/11/2023,Augsburg,Hoffenheim,1,1,D
2324,11/11/2023,Bayern Munich,Heidenheim,4,2,H
2324,11/11/2023,Darmstadt,Mainz,0,0,D
2324,11/11/2023,Stuttgart,Dortmund,2,1,H
2324,11/11/2023,Bochum,FC Koln,1,1,D
2324,12/11/2023,Leverkusen,Union Berlin,4,0,H
2324,12/11/2023,Werder Bremen,Ein Frankfurt,2,2,D
2324,12/11/2023,RB Leipzig,Freiburg,3,1,H
2324,24/11/2023,FC Koln,Bayern Munich,0,1,A
2324,25/11/2023,Dortmund,M'gladbach,4,2,H
2324,25/11/2023,Freiburg,Darmstadt,1,1,D
2324,25/11/2023,Union Berlin,Augsburg,1,1,D
2324,25/11/2023,Werder Bremen,Leverkusen,0,3,A
2324,25/11/2023,Wolfsburg,RB Leipzig,2,1,H
2324,25/11/2023,Ein Frankfurt,Stuttgart,1,2,A
2324,26/11/2023,Heidenheim,Bochum,0,0,D
2324,26/11/2023,Hoffenheim,Mainz,1,1,D
2324,01/12/2023,Darmstadt,FC Koln,0,1,A
2324,02/12/2023,Bochum,Wolfsburg,3,1,H
2324,02/12/2023,M'gladbach,Hoffenheim,2,1,H
2324,02/12/2023,RB Leipzig,Heidenheim,2,1,H
2324,02/12/2023,Stuttgart,Werder Bremen,2,0,H
2324,03/12/2023,Mainz,Freiburg,0,1,A
2324,03/12/2023,Leverkusen,Dortmund,1,1,D
2324,03/12/2023,Augsburg,Ein Frankfurt,2,1,H
2324,08/12/2023,Hoffenheim,Bochum,3,1,H
2324,09/12/2023,Ein Frankfurt,Bayern Munich,5,1,H
2324,09/12/2023,Heidenheim,Darmstadt,3,2,H
2324,09/12/2023,Union Berlin,M'gladbach,3,1,H
2324,09/12/2023,Werder Bremen,Augsburg,2,0,H
2324,09/12/2023,Wolfsburg,Freiburg,0,1,A
2324,09/12/2023,Dortmund,RB Leipzig,2,3,A
2324,10/12/2023,Stuttgart,Leverkusen,1,1,D
2324,10/12/2023,FC Koln,Mainz,0,0,D
2324,15/12/2023,M'gladbach,Werder Bremen,2,2,D
2324,16/12/2023,Augsburg,Dortmund,1,1,D
2324,16/12/2023,Bochum,Union Berlin,3,0,H
2324,16/12/2023,Darmstadt,Wolfsburg,0,1,A
2324,16/12/2023,Mainz,Heidenheim,0,1,A
2324,16/12/2023,RB Leipzig,Hoffenheim,3,1,H
