Date,Season,HomeTeam,AwayTeam,Result,home_form_points,home_form_gf,home_form_ga,home_form_gd,away_form_points,away_form_gf,away_form_ga,away_form_gd,form_points_diff,form_gd_diff,home_trend,away_trend,trend_diff,home_home_ppg,home_home_gf,home_home_ga,away_away_ppg,away_away_gf,away_away_ga,home_advantage,home_days_rest,away_days_rest,rest_diff,home_season_points,home_season_gd,home_season_position,away_season_points,away_season_gd,away_season_position,position_diff,points_diff_season,h2h_home_wins,h2h_draws,h2h_away_wins,season_phase,home_goal_variance,away_goal_variance,home_streak,away_streak,streak_diff,home_home_streak,away_away_streak
2024-09-28,2425,Mainz,Heidenheim,A,7,11,11,0,3,8,14,-6,4,6,1.33,-2.0,3.33,1.0,1.4,1.2,1.4,1.8,1.8,-0.3999999999999999,8,7,1,10,0,10,12,2,9,-1,-2,0,1,1,1,1.4302808970154692,1.3728222996515682,0,1,-1,-2,0
2024-09-28,2425,Freiburg,St Pauli,A,12,10,4,6,2,2,7,-5,10,11,2.0,0.67,1.33,2.6,2.2,1.0,0.0,0.5,2.0,2.6,7,6,1,18,8,4,2,-10,16,12,16,0,0,0,1,1.3356260556358235,0.21428571428571427,3,0,3,4,-4
2024-09-28,2425,Bayern Munich,Leverkusen,D,15,24,2,22,12,18,11,7,3,15,0.0,2.0,-2.0,3.0,2.0,0.2,3.0,3.8,1.2,0.0,7,6,1,24,26,1,18,8,3,2,6,1,2,2,1,3.048088707807479,2.083739110271953,10,7,3,5,5
2024-09-28,2425,M'gladbach,Union Berlin,H,3,4,10,-6,11,5,2,3,-8,-9,-2.0,0.0,-2.0,0.2,1.4,2.6,0.8,0.8,1.0,-0.6000000000000001,7,7,0,6,-6,14,16,4,6,-8,-10,0,1,4,1,1.6906406306932986,1.2994667682346217,-5,2,-7,-4,0
2024-09-29,2425,Holstein Kiel,Ein Frankfurt,A,2,6,18,-12,15,11,3,8,-13,-20,0.67,0.0,0.67,0.0,0.5,4.0,1.4,1.0,1.4,-1.4,8,8,0,2,-16,18,18,6,5,-13,-16,0,0,0,1,0.7857142857142857,1.6165076683560238,0,4,-4,-4,0
2024-09-29,2425,Hoffenheim,Werder Bremen,A,0,5,15,-10,7,4,12,-8,-7,-2,0.0,-0.67,0.67,1.8,2.4,2.8,1.8,1.8,1.4,0.0,8,8,0,6,-10,16,10,-8,12,-4,-4,4,0,1,1,1.649301069926132,1.3406829327852505,-2,0,-2,1,2
2024-09-29,2425,Hoffenheim,Werder Bremen,A,0,5,15,-10,7,4,12,-8,-7,-2,0.0,-0.67,0.67,1.8,2.4,2.8,1.8,1.8,1.4,0.0,8,8,0,6,-10,16,10,-8,12,-4,-4,4,0,1,1,1.649301069926132,1.3406829327852505,-2,0,-2,1,2
2024-09-29,2425,Holstein Kiel,Ein Frankfurt,A,2,6,18,-12,15,11,3,8,-13,-20,0.67,0.0,0.67,0.0,0.5,4.0,1.4,1.0,1.4,-1.4,8,8,0,2,-16,18,18,6,5,-13,-16,0,0,0,1,0.7857142857142857,1.6165076683560238,0,4,-4,-4,0
2024-10-04,2425,Augsburg,M'gladbach,H,3,7,15,-8,6,3,7,-4,-3,-4,-2.0,2.0,-4.0,1.4,2.4,2.0,1.2,0.8,1.6,0.19999999999999996,6,6,0,8,-14,15,12,-4,11,-4,-4,2,1,2,1,1.2116250511665982,1.6832501023331965,-4,-3,-1,0,-1
2024-10-04,2425,Augsburg,M'gladbach,H,3,7,15,-8,6,3,7,-4,-3,-4,-2.0,2.0,-4.0,1.4,2.4,2.0,1.2,0.8,1.6,0.19999999999999996,6,6,0,8,-14,15,12,-4,11,-4,-4,2,1,2,1,1.2116250511665982,1.6832501023331965,-4,-3,-1,0,-1
2024-10-05,2425,Werder Bremen,Freiburg,A,9,10,17,-7,9,8,7,1,0,-8,0.0,-2.0,2.0,1.0,0.8,2.2,1.2,1.4,1.2,-0.19999999999999996,6,7,-1,16,-6,10,18,2,7,-3,-2,1,1,3,1,1.3746734980912196,1.3387582881253766,2,1,1,-2,-1
2024-10-05,2425,Bochum,Wolfsburg,A,2,9,14,-5,2,11,14,-3,0,-2,0.0,0.67,-0.67,0.4,0.8,2.6,1.2,2.0,2.0,-0.7999999999999999,8,7,1,2,-12,17,8,-2,14,-3,-6,2,0,3,1,1.2351994851994852,1.6660581252558333,-2,0,-2,0,-1
2024-10-05,2425,Leverkusen,Holstein Kiel,D,11,14,9,5,2,9,18,-9,9,14,-1.33,0.0,-1.33,1.8,2.8,2.6,0.5,2.0,2.5,1.3,7,6,1,20,8,4,2,-20,18,14,18,0,0,0,1,2.076496111338518,0.7111111111111111,0,-2,2,1,0
2024-10-05,2425,Union Berlin,Dortmund,H,7,4,4,0,9,14,16,-2,-2,2,-0.67,0.0,-0.67,3.0,1.6,0.6,0.4,0.4,2.6,2.6,7,8,-1,16,2,9,20,4,5,-4,-4,1,0,4,1,1.3038795779019243,2.211060171919771,0,2,-2,5,-2
2024-10-05,2425,Werder Bremen,Freiburg,A,9,10,17,-7,9,8,7,1,0,-8,0.0,-2.0,2.0,1.0,0.8,2.2,1.2,1.4,1.2,-0.19999999999999996,6,7,-1,16,-6,10,18,2,7,-3,-2,1,1,3,1,1.3746734980912196,1.3387582881253766,2,1,1,-2,-1
2024-10-05,2425,St Pauli,Mainz,A,8,7,3,4,6,7,10,-3,2,7,2.0,0.0,2.0,0.5,0.0,1.0,2.2,3.0,2.2,-1.7000000000000002,7,7,0,8,-4,15,10,-4,13,-2,-2,0,0,0,1,1.5111111111111113,1.4320835038886615,2,-2,4,0,2
2024-10-05,2425,Union Berlin,Dortmund,H,7,4,4,0,9,14,16,-2,-2,2,-0.67,0.0,-0.67,3.0,1.6,0.6,0.4,0.4,2.6,2.6,7,8,-1,16,2,9,20,4,5,-4,-4,1,0,4,1,1.3038795779019243,2.211060171919771,0,2,-2,5,-2
2024-10-05,2425,Leverkusen,Holstein Kiel,D,11,14,9,5,2,9,18,-9,9,14,-1.33,0.0,-1.33,1.8,2.8,2.6,0.5,2.0,2.5,1.3,7,6,1,20,8,4,2,-20,18,14,18,0,0,0,1,2.076496111338518,0.7111111111111111,0,-2,2,1,0
2024-10-05,2425,Bochum,Wolfsburg,A,2,9,14,-5,2,11,14,-3,0,-2,0.0,0.67,-0.67,0.4,0.8,2.6,1.2,2.0,2.0,-0.7999999999999999,8,7,1,2,-12,17,8,-2,14,-3,-6,2,0,3,1,1.2351994851994852,1.6660581252558333,-2,0,-2,0,-1
2024-10-05,2425,St Pauli,Mainz,A,8,7,3,4,6,7,10,-3,2,7,2.0,0.0,2.0,0.5,0.0,1.0,2.2,3.0,2.2,-1.7000000000000002,7,7,0,8,-4,15,10,-4,13,-2,-2,0,0,0,1,1.5111111111111113,1.4320835038886615,2,-2,4,0,2
2024-10-06,2425,Ein Frankfurt,Bayern Munich,D,15,14,5,9,11,18,3,15,4,-6,0.0,-1.33,1.33,2.6,2.4,0.8,3.0,5.0,0.8,-0.3999999999999999,7,8,-1,24,10,2,26,26,1,-1,-2,1,1,3,1,1.6424478100695865,3.0472779369627507,6,0,6,4,5
2024-10-06,2425,Heidenheim,RB Leipzig,A,6,6,10,-4,9,8,0,8,-3,-12,2.0,1.33,0.6699999999999999,1.8,2.4,1.4,1.8,1.6,1.2,0.0,8,8,0,18,6,8,22,12,4,-4,-4,0,0,2,1,1.3171247357293867,2.2554201054996086,3,2,1,1,0
2024-10-06,2425,Heidenheim,RB Leipzig,A,6,6,10,-4,9,8,0,8,-3,-12,2.0,1.33,0.6699999999999999,1.8,2.4,1.4,1.8,1.6,1.2,0.0,8,8,0,18,6,8,22,12,4,-4,-4,0,0,2,1,1.3171247357293867,2.2554201054996086,3,2,1,1,0
2024-10-06,2425,Ein Frankfurt,Bayern Munich,D,15,14,5,9,11,18,3,15,4,-6,0.0,-1.33,1.33,2.6,2.4,0.8,3.0,5.0,0.8,-0.3999999999999999,7,8,-1,24,10,2,26,26,1,-1,-2,1,1,3,1,1.6424478100695865,3.0472779369627507,6,0,6,4,5
2024-10-06,2425,Stuttgart,Hoffenheim,D,11,17,7,10,0,9,16,-7,11,17,-1.33,0.0,-1.33,2.2,4.0,1.6,0.6,2.0,2.0,1.6,8,7,1,16,8,9,6,-12,16,7,10,1,2,2,1,1.6715378208525782,1.65011051985264,0,-4,4,2,-3
2024-10-06,2425,Stuttgart,Hoffenheim,D,11,17,7,10,0,9,16,-7,11,17,-1.33,0.0,-1.33,2.2,4.0,1.6,0.6,2.0,2.0,1.6,8,7,1,16,8,9,6,-12,16,7,10,1,2,2,1,1.6715378208525782,1.65011051985264,0,-4,4,2,-3
2024-10-18,2425,Dortmund,St Pauli,H,6,11,13,-2,7,6,6,0,-1,-2,0.0,-0.67,0.67,3.0,3.6,1.6,1.2,1.6,1.4,1.8,13,13,0,20,2,7,8,-10,15,8,12,0,0,0,1,2.2063503626003627,1.3333333333333337,0,0,0,5,-1
2024-10-18,2425,Dortmund,St Pauli,H,6,11,13,-2,7,6,6,0,-1,-2,0.0,-0.67,0.67,3.0,3.6,1.6,1.2,1.6,1.4,1.8,13,13,0,20,2,7,8,-10,15,8,12,0,0,0,1,2.2063503626003627,1.3333333333333337,0,0,0,5,-1
2024-10-19,2425,Freiburg,Augsburg,H,9,5,6,-1,6,6,13,-7,3,6,0.0,2.0,-2.0,1.8,1.4,1.8,0.0,0.2,3.6,1.8,14,15,-1,24,4,5,14,-12,13,8,10,4,0,1,1,1.3310715632006032,1.2078477078477077,3,-2,5,1,-5
2024-10-19,2425,Hoffenheim,Bochum,H,2,9,12,-3,1,8,16,-8,1,5,0.67,-0.67,1.34,0.6,2.2,3.6,0.0,1.2,2.6,0.6,13,14,-1,8,-12,15,2,-16,18,3,6,2,0,3,1,1.6432190494690495,1.2137866790870986,0,-4,4,-3,-5
2024-10-19,2425,Leverkusen,Ein Frankfurt,H,7,10,9,1,11,16,10,6,-4,-5,-1.33,-1.33,0.0,1.6,2.8,2.6,2.4,2.4,1.6,-0.7999999999999998,14,13,1,22,8,6,26,10,3,-3,-4,4,0,1,1,2.06471768971769,1.6453558016058014,0,0,0,0,3
2024-10-19,2425,M'gladbach,Heidenheim,H,6,4,6,-2,6,4,5,-1,0,-1,0.0,0.0,0.0,1.2,1.2,1.8,1.8,2.0,1.6,-0.6000000000000001,15,13,2,12,-6,14,18,4,9,-5,-6,1,1,0,1,1.6759178321678319,1.366183574879227,-5,1,-6,-1,1
2024-10-19,2425,Bayern Munich,Stuttgart,H,7,13,8,5,7,11,7,4,0,1,-1.33,-1.33,0.0,2.2,1.6,0.4,1.6,2.2,1.8,0.6000000000000001,13,13,0,28,26,1,18,8,8,7,10,2,2,1,1,3.0304244366744366,1.6611257651918578,0,0,0,0,0
2024-10-19,2425,M'gladbach,Heidenheim,H,6,4,6,-2,6,4,5,-1,0,-1,0.0,0.0,0.0,1.2,1.2,1.8,1.8,2.0,1.6,-0.6000000000000001,15,13,2,12,-6,14,18,4,9,-5,-6,1,1,0,1,1.6759178321678319,1.366183574879227,-5,1,-6,-1,1
2024-10-19,2425,Mainz,RB Leipzig,A,9,9,6,3,13,10,0,10,-4,-7,0.0,1.33,-1.33,0.2,0.6,1.8,2.2,1.0,0.4,-2.0,14,13,1,16,2,10,28,14,2,-8,-12,2,2,1,1,1.4399685962185962,2.246105608918529,0,4,-4,-4,2
2024-10-19,2425,Leverkusen,Ein Frankfurt,H,7,10,9,1,11,16,10,6,-4,-5,-1.33,-1.33,0.0,1.6,2.8,2.6,2.4,2.4,1.6,-0.7999999999999998,14,13,1,22,8,6,26,10,3,-3,-4,4,0,1,1,2.06471768971769,1.6453558016058014,0,0,0,0,3
2024-10-19,2425,Hoffenheim,Bochum,H,2,9,12,-3,1,8,16,-8,1,5,0.67,-0.67,1.34,0.6,2.2,3.6,0.0,1.2,2.6,0.6,13,14,-1,8,-12,15,2,-16,18,3,6,2,0,3,1,1.6432190494690495,1.2137866790870986,0,-4,4,-3,-5
2024-10-19,2425,Freiburg,Augsburg,H,9,5,6,-1,6,6,13,-7,3,6,0.0,2.0,-2.0,1.8,1.4,1.8,0.0,0.2,3.6,1.8,14,15,-1,24,4,5,14,-12,13,8,10,4,0,1,1,1.3310715632006032,1.2078477078477077,3,-2,5,1,-5
2024-10-19,2425,Bayern Munich,Stuttgart,H,7,13,8,5,7,11,7,4,0,1,-1.33,-1.33,0.0,2.2,1.6,0.4,1.6,2.2,1.8,0.6000000000000001,13,13,0,28,26,1,18,8,8,7,10,2,2,1,1,3.0304244366744366,1.6611257651918578,0,0,0,0,0
2024-10-19,2425,Mainz,RB Leipzig,A,9,9,6,3,13,10,0,10,-4,-7,0.0,1.33,-1.33,0.2,0.6,1.8,2.2,1.0,0.4,-2.0,14,13,1,16,2,10,28,14,2,-8,-12,2,2,1,1,1.4399685962185962,2.246105608918529,0,4,-4,-4,2
2024-10-20,2425,Wolfsburg,Werder Bremen,A,8,13,10,3,6,8,13,-5,2,8,2.0,0.0,2.0,0.4,1.6,2.2,2.6,2.8,2.0,-2.2,15,15,0,14,2,13,16,-8,12,-1,-2,2,2,1,1,1.669507575757576,1.3786580163879134,2,0,2,0,4
2024-10-20,2425,Holstein Kiel,Union Berlin,A,3,10,14,-4,9,6,5,1,-6,-5,0.0,0.0,0.0,0.0,1.2,4.4,0.6,0.2,0.6,-0.6,15,15,0,4,-20,17,22,4,7,-10,-18,0,0,0,1,0.6363636363636364,1.2949122700503917,0,2,-2,-5,-2
2024-10-20,2425,Wolfsburg,Werder Bremen,A,8,13,10,3,6,8,13,-5,2,8,2.0,0.0,2.0,0.4,1.6,2.2,2.6,2.8,2.0,-2.2,15,15,0,14,2,13,16,-8,12,-1,-2,2,2,1,1,1.669507575757576,1.3786580163879134,2,0,2,0,4
2024-10-20,2425,Holstein Kiel,Union Berlin,A,3,10,14,-4,9,6,5,1,-6,-5,0.0,0.0,0.0,0.0,1.2,4.4,0.6,0.2,0.6,-0.6,15,15,0,4,-20,17,22,4,7,-10,-18,0,0,0,1,0.6363636363636364,1.2949122700503917,0,2,-2,-5,-2
2024-10-25,2425,Mainz,M'gladbach,D,6,6,6,0,9,9,8,1,-3,-1,0.0,0.0,0.0,0.0,0.2,2.0,0.6,0.8,1.6,-0.6,6,6,0,16,-2,12,18,-4,11,-1,-2,2,3,0,1,1.4417262847905763,1.6770298170643874,-2,-3,1,-5,-3
2024-10-25,2425,Mainz,M'gladbach,D,6,6,6,0,9,9,8,1,-3,-1,0.0,0.0,0.0,0.0,0.2,2.0,0.6,0.8,1.6,-0.6,6,6,0,16,-2,12,18,-4,11,-1,-2,2,3,0,1,1.4417262847905763,1.6770298170643874,-2,-3,1,-5,-3
2024-10-26,2425,Werder Bremen,Leverkusen,D,9,12,9,3,9,9,7,2,0,1,0.0,1.33,-1.33,0.2,0.0,2.4,2.2,2.6,1.2,-2.0,6,7,-1,22,-4,8,28,10,4,-4,-6,0,2,3,1,1.4117456896551723,2.053072133928714,2,2,0,-4,0
2024-10-26,2425,Stuttgart,Holstein Kiel,H,3,4,12,-8,2,6,12,-6,1,-2,-0.67,0.0,-0.67,1.8,3.0,1.4,0.8,2.0,2.2,1.0,7,6,1,18,0,11,4,-24,17,6,14,0,0,0,1,1.6639921482026747,0.8351648351648352,-2,-2,0,0,0
2024-10-26,2425,St Pauli,Wolfsburg,D,3,5,10,-5,7,12,12,0,-4,-5,-2.0,-0.67,-1.33,0.4,0.0,1.6,1.8,2.8,2.0,-1.4,8,6,2,8,-12,16,14,-2,13,-3,-6,0,0,0,1,1.1428571428571426,1.661473087818697,-2,0,-2,-2,1
2024-10-26,2425,RB Leipzig,Freiburg,H,15,10,0,10,12,8,5,3,3,7,0.0,2.0,-2.0,2.2,1.8,0.0,2.4,1.6,0.4,-0.19999999999999973,7,7,0,34,18,2,30,8,3,1,4,4,1,0,1,2.230352104036315,1.3397727272727271,6,5,1,2,3
2024-10-26,2425,Augsburg,Dortmund,H,6,6,12,-6,9,10,8,2,-3,-8,0.0,0.0,0.0,1.8,2.2,1.8,0.2,0.8,2.8,1.6,7,8,-1,14,-16,15,26,4,7,-8,-12,0,2,3,1,1.201389222323586,2.194018981770458,-4,2,-6,1,-4
2024-10-26,2425,Augsburg,Dortmund,H,6,6,12,-6,9,10,8,2,-3,-8,0.0,0.0,0.0,1.8,2.2,1.8,0.2,0.8,2.8,1.6,7,8,-1,14,-16,15,26,4,7,-8,-12,0,2,3,1,1.201389222323586,2.194018981770458,-4,2,-6,1,-4
2024-10-26,2425,St Pauli,Wolfsburg,D,3,5,10,-5,7,12,12,0,-4,-5,-2.0,-0.67,-1.33,0.4,0.0,1.6,1.8,2.8,2.0,-1.4,8,6,2,8,-12,16,14,-2,13,-3,-6,0,0,0,1,1.1428571428571426,1.661473087818697,-2,0,-2,-2,1
2024-10-26,2425,RB Leipzig,Freiburg,H,15,10,0,10,12,8,5,3,3,7,0.0,2.0,-2.0,2.2,1.8,0.0,2.4,1.6,0.4,-0.19999999999999973,7,7,0,34,18,2,30,8,3,1,4,4,1,0,1,2.230352104036315,1.3397727272727271,6,5,1,2,3
2024-10-26,2425,Stuttgart,Holstein Kiel,H,3,4,12,-8,2,6,12,-6,1,-2,-0.67,0.0,-0.67,1.8,3.0,1.4,0.8,2.0,2.2,1.0,7,6,1,18,0,11,4,-24,17,6,14,0,0,0,1,1.6639921482026747,0.8351648351648352,-2,-2,0,0,0
2024-10-26,2425,Werder Bremen,Leverkusen,D,9,12,9,3,9,9,7,2,0,1,0.0,1.33,-1.33,0.2,0.0,2.4,2.2,2.6,1.2,-2.0,6,7,-1,22,-4,8,28,10,4,-4,-6,0,2,3,1,1.4117456896551723,2.053072133928714,2,2,0,-4,0
2024-10-27,2425,Heidenheim,Hoffenheim,D,3,6,8,-2,8,11,8,3,-5,-5,-2.0,2.0,-4.0,0.6,0.8,1.6,0.4,1.0,1.8,0.19999999999999996,8,8,0,18,2,12,14,-8,15,3,4,0,1,1,1,1.3173758865248224,1.6439957747155136,-1,2,-3,-3,0
2024-10-27,2425,Union Berlin,Ein Frankfurt,D,12,8,3,5,5,12,12,0,7,5,2.0,-2.0,4.0,3.0,1.8,0.8,1.8,2.4,1.8,1.2,7,8,-1,28,8,5,26,8,6,1,2,2,1,2,1,1.286023996198622,1.6376578479857875,4,-2,6,5,1
2024-10-27,2425,Bochum,Bayern Munich,A,0,6,16,-10,9,15,7,8,-9,-18,0.0,1.33,-1.33,0.4,1.2,2.4,2.2,4.4,1.4,-1.8000000000000003,8,8,0,2,-20,18,34,34,2,-16,-32,2,0,3,1,1.193103448275862,3.022750916278549,-6,2,-8,-2,0
2024-10-27,2425,Bochum,Bayern Munich,A,0,6,16,-10,9,15,7,8,-9,-18,0.0,1.33,-1.33,0.4,1.2,2.4,2.2,4.4,1.4,-1.8000000000000003,8,8,0,2,-20,18,34,34,2,-16,-32,2,0,3,1,1.193103448275862,3.022750916278549,-6,2,-8,-2,0
2024-10-27,2425,Union Berlin,Ein Frankfurt,D,12,8,3,5,5,12,12,0,7,5,2.0,-2.0,4.0,3.0,1.8,0.8,1.8,2.4,1.8,1.2,7,8,-1,28,8,5,26,8,6,1,2,2,1,2,1,1.286023996198622,1.6376578479857875,4,-2,6,5,1
2024-10-27,2425,Heidenheim,Hoffenheim,D,3,6,8,-2,8,11,8,3,-5,-5,-2.0,2.0,-4.0,0.6,0.8,1.6,0.4,1.0,1.8,0.19999999999999996,8,8,0,18,2,12,14,-8,15,3,4,0,1,1,1,1.3173758865248224,1.6439957747155136,-1,2,-3,-3,0
2024-11-01,2425,Leverkusen,Stuttgart,D,9,10,8,2,7,5,11,-6,2,8,0.0,1.33,-1.33,2.2,2.4,1.8,1.0,1.4,2.6,1.2000000000000002,6,6,0,30,10,3,24,2,8,5,6,2,3,0,1,2.041557208419053,1.654616724738676,0,0,0,2,-2
2024-11-01,2425,Leverkusen,Stuttgart,D,9,10,8,2,7,5,11,-6,2,8,0.0,1.33,-1.33,2.2,2.4,1.8,1.0,1.4,2.6,1.2000000000000002,6,6,0,30,10,3,24,2,8,5,6,2,3,0,1,2.041557208419053,1.654616724738676,0,0,0,2,-2
2024-11-02,2425,Ein Frankfurt,Bochum,H,3,7,9,-2,0,3,19,-16,3,14,0.0,0.0,0.0,2.2,2.6,1.4,0.0,1.4,3.2,2.2,6,6,0,28,8,6,2,-30,18,12,26,1,3,1,1,1.6300284855198608,1.1951325510647544,0,-8,8,0,-5
2024-11-02,2425,Dortmund,RB Leipzig,H,6,7,8,-1,15,11,2,9,-9,-10,0.0,0.0,0.0,3.0,3.2,1.6,2.6,1.2,0.0,0.3999999999999999,7,7,0,26,2,8,40,22,2,-6,-14,1,0,4,1,2.1893574932742523,2.2222222222222223,0,8,-8,5,4
2024-11-02,2425,Wolfsburg,Augsburg,D,5,7,9,-2,9,8,9,-1,-4,-1,-1.33,0.0,-1.33,0.4,1.8,2.8,0.0,0.4,3.6,0.4,7,7,0,16,-2,14,20,-14,12,-2,-4,0,2,3,1,1.6647175185947143,1.197689507833518,0,-2,2,-2,-5
2024-11-02,2425,Holstein Kiel,Heidenheim,H,1,4,10,-6,2,4,7,-3,-1,-3,-0.67,0.67,-1.34,0.0,1.0,3.6,1.2,2.0,2.0,-1.2,7,6,1,4,-26,17,20,2,10,-7,-16,0,0,0,1,0.7333333333333333,1.356734693877551,-4,0,-4,-5,-1
2024-11-02,2425,Hoffenheim,St Pauli,A,9,7,3,4,2,2,7,-5,7,9,0.0,0.67,-0.67,1.2,2.6,2.8,1.2,1.8,1.4,0.0,6,7,-1,16,-8,15,10,-12,16,1,6,0,0,0,1,1.6503481563538533,1.05,0,0,0,-1,-1
2024-11-02,2425,Bayern Munich,Union Berlin,H,13,21,3,18,11,8,3,5,2,13,1.33,-1.33,2.66,2.2,2.4,0.4,1.4,0.8,0.4,0.8000000000000003,6,6,0,40,44,1,30,8,4,3,10,4,1,0,1,3.0351242285171702,1.2731473408892766,4,0,4,2,0
2024-11-02,2425,Holstein Kiel,Heidenheim,H,1,4,10,-6,2,4,7,-3,-1,-3,-0.67,0.67,-1.34,0.0,1.0,3.6,1.2,2.0,2.0,-1.2,7,6,1,4,-26,17,20,2,10,-7,-16,0,0,0,1,0.7333333333333333,1.356734693877551,-4,0,-4,-5,-1
2024-11-02,2425,Dortmund,RB Leipzig,H,6,7,8,-1,15,11,2,9,-9,-10,0.0,0.0,0.0,3.0,3.2,1.6,2.6,1.2,0.0,0.3999999999999999,7,7,0,26,2,8,40,22,2,-6,-14,1,0,4,1,2.1893574932742523,2.2222222222222223,0,8,-8,5,4
2024-11-02,2425,Bayern Munich,Union Berlin,H,13,21,3,18,11,8,3,5,2,13,1.33,-1.33,2.66,2.2,2.4,0.4,1.4,0.8,0.4,0.8000000000000003,6,6,0,40,44,1,30,8,4,3,10,4,1,0,1,3.0351242285171702,1.2731473408892766,4,0,4,2,0
2024-11-02,2425,Ein Frankfurt,Bochum,H,3,7,9,-2,0,3,19,-16,3,14,0.0,0.0,0.0,2.2,2.6,1.4,0.0,1.4,3.2,2.2,6,6,0,28,8,6,2,-30,18,12,26,1,3,1,1,1.6300284855198608,1.1951325510647544,0,-8,8,0,-5
2024-11-02,2425,Hoffenheim,St Pauli,A,9,7,3,4,2,2,7,-5,7,9,0.0,0.67,-0.67,1.2,2.6,2.8,1.2,1.8,1.4,0.0,6,7,-1,16,-8,15,10,-12,16,1,6,0,0,0,1,1.6503481563538533,1.05,0,0,0,-1,-1
2024-11-02,2425,Wolfsburg,Augsburg,D,5,7,9,-2,9,8,9,-1,-4,-1,-1.33,0.0,-1.33,0.4,1.8,2.8,0.0,0.4,3.6,0.4,7,7,0,16,-2,14,20,-14,12,-2,-4,0,2,3,1,1.6647175185947143,1.197689507833518,0,-2,2,-2,-5
2024-11-03,2425,M'gladbach,Werder Bremen,H,8,9,8,1,8,12,9,3,0,-2,0.67,0.67,0.0,2.4,1.8,1.4,3.0,3.6,2.2,-0.6000000000000001,9,8,1,20,-4,12,24,-4,9,-3,-4,1,3,1,1,1.669844912169647,1.4049747489406161,0,0,0,3,5
2024-11-03,2425,Freiburg,Mainz,D,9,9,8,1,5,5,6,-1,4,2,-2.0,-1.33,-0.6699999999999999,1.8,1.6,1.8,2.6,3.0,1.4,-0.8,8,9,-1,30,4,6,18,-2,13,7,12,2,3,0,1,1.332211064027399,1.434174711188479,3,0,3,1,4
2024-11-03,2425,M'gladbach,Werder Bremen,H,8,9,8,1,8,12,9,3,0,-2,0.67,0.67,0.0,2.4,1.8,1.4,3.0,3.6,2.2,-0.6000000000000001,9,8,1,20,-4,12,24,-4,9,-3,-4,1,3,1,1,1.669844912169647,1.4049747489406161,0,0,0,3,5
2024-11-03,2425,Freiburg,Mainz,D,9,9,8,1,5,5,6,-1,4,2,-2.0,-1.33,-0.6699999999999999,1.8,1.6,1.8,2.6,3.0,1.4,-0.8,8,9,-1,30,4,6,18,-2,13,7,12,2,3,0,1,1.332211064027399,1.434174711188479,3,0,3,1,4
2024-11-08,2425,Union Berlin,Freiburg,D,5,4,8,-4,5,5,7,-2,0,-2,-2.0,-1.33,-0.6699999999999999,2.2,1.6,1.0,1.8,1.4,1.2,0.40000000000000013,6,5,1,30,2,7,32,4,5,-2,-2,3,1,1,1,1.277591307315963,1.3352444291556778,-2,0,-2,0,1
2024-11-08,2425,Union Berlin,Freiburg,D,5,4,8,-4,5,5,7,-2,0,-2,-2.0,-1.33,-0.6699999999999999,2.2,1.6,1.0,1.8,1.4,1.2,0.40000000000000013,6,5,1,30,2,7,32,4,5,-2,-2,3,1,1,1,1.277591307315963,1.3352444291556778,-2,0,-2,0,1
2024-11-09,2425,Mainz,Dortmund,H,4,2,4,-2,9,8,7,1,-5,-3,0.67,0.0,0.67,0.4,0.4,1.6,0.0,1.0,2.6,0.4,6,7,-1,20,-2,13,32,4,6,-7,-12,1,2,2,1,1.4358089604556905,2.17724519975588,0,2,-2,0,-5
2024-11-09,2425,RB Leipzig,M'gladbach,D,9,10,6,4,11,13,6,7,-2,-3,-2.0,0.0,-2.0,2.6,2.8,0.4,0.4,0.8,1.6,2.2,7,6,1,40,20,2,26,2,8,6,14,3,0,2,1,2.2133396969335397,1.6917280878831984,6,2,4,4,0
2024-11-09,2425,Werder Bremen,Holstein Kiel,H,5,10,14,-4,6,4,6,-2,-1,-2,-2.0,2.0,-4.0,0.4,0.8,2.2,0.6,1.6,2.0,-0.19999999999999996,6,7,-1,24,-10,10,10,-24,17,7,14,0,0,0,1,1.397421931735657,0.6535947712418301,-2,-2,0,0,-2
2024-11-09,2425,St Pauli,Bayern Munich,A,8,5,2,3,15,20,0,20,-7,-17,2.0,0.0,2.0,0.6,0.0,1.2,2.2,4.2,1.2,-1.6,7,7,0,16,-8,15,46,50,1,-14,-30,0,0,0,1,1.124183006535948,3.018551554700092,2,6,-4,0,2
2024-11-09,2425,Bochum,Leverkusen,D,0,5,27,-22,7,6,5,1,-7,-23,0.0,-1.33,1.33,0.2,0.8,3.6,1.4,2.0,1.4,-1.2,7,8,-1,2,-40,18,32,10,5,-13,-30,1,1,3,1,1.1873949579831933,2.050326275761701,-10,0,-10,-4,0
2024-11-09,2425,Mainz,Dortmund,H,4,2,4,-2,9,8,7,1,-5,-3,0.67,0.0,0.67,0.4,0.4,1.6,0.0,1.0,2.6,0.4,6,7,-1,20,-2,13,32,4,6,-7,-12,1,2,2,1,1.4358089604556905,2.17724519975588,0,2,-2,0,-5
2024-11-09,2425,St Pauli,Bayern Munich,A,8,5,2,3,15,20,0,20,-7,-17,2.0,0.0,2.0,0.6,0.0,1.2,2.2,4.2,1.2,-1.6,7,7,0,16,-8,15,46,50,1,-14,-30,0,0,0,1,1.124183006535948,3.018551554700092,2,6,-4,0,2
