Date,Season,HomeTeam,AwayTeam,Result,home_form_points,home_form_gf,home_form_ga,home_form_gd,away_form_points,away_form_gf,away_form_ga,away_form_gd,form_points_diff,form_gd_diff,home_trend,away_trend,trend_diff,home_home_ppg,home_home_gf,home_home_ga,away_away_ppg,away_away_gf,away_away_ga,home_advantage,home_days_rest,away_days_rest,rest_diff,home_season_points,home_season_gd,home_season_position,away_season_points,away_season_gd,away_season_position,position_diff,points_diff_season,h2h_home_wins,h2h_draws,h2h_away_wins,season_phase,home_goal_variance,away_goal_variance,home_streak,away_streak,streak_diff,home_home_streak,away_away_streak
2024-11-09,2425,Werder Bremen,Holstein Kiel,H,5,10,14,-4,6,4,6,-2,-1,-2,-2.0,2.0,-4.0,0.4,0.8,2.2,0.6,1.6,2.0,-0.19999999999999996,6,7,-1,24,-10,10,10,-24,17,7,14,0,0,0,1,1.397421931735657,0.6535947712418301,-2,-2,0,0,-2
2024-11-09,2425,Bochum,Leverkusen,D,0,5,27,-22,7,6,5,1,-7,-23,0.0,-1.33,1.33,0.2,0.8,3.6,1.4,2.0,1.4,-1.2,7,8,-1,2,-40,18,32,10,5,-13,-30,1,1,3,1,1.1873949579831933,2.050326275761701,-10,0,-10,-4,0
2024-11-09,2425,RB Leipzig,M'gladbach,D,9,10,6,4,11,13,6,7,-2,-3,-2.0,0.0,-2.0,2.6,2.8,0.4,0.4,0.8,1.6,2.2,7,6,1,40,20,2,26,2,8,6,14,3,0,2,1,2.2133396969335397,1.6917280878831984,6,2,4,4,0
2024-11-10,2425,Augsburg,Hoffenheim,D,8,7,7,0,5,3,5,-2,3,2,0.67,-2.0,2.67,2.4,2.0,1.4,0.8,0.6,0.8,1.5999999999999999,8,8,0,22,-14,12,16,-12,16,4,6,1,1,3,1,1.1913681673786833,1.6564558784407617,0,-2,2,3,0
2024-11-10,2425,Heidenheim,Wolfsburg,A,2,2,5,-3,4,4,6,-2,-2,-1,0.0,0.67,-0.67,0.4,0.0,1.0,1.6,1.8,1.2,-1.2000000000000002,8,8,0,20,0,13,18,-2,14,1,2,0,1,1,1,1.3861236802413277,1.6567375553573387,-2,0,-2,0,0
2024-11-10,2425,Stuttgart,Ein Frankfurt,A,8,4,6,-2,8,17,8,9,0,-11,0.67,2.0,-1.33,2.2,2.2,1.0,1.0,1.6,1.6,1.2000000000000002,9,8,1,26,2,11,34,18,3,-8,-8,2,1,2,1,1.6573678558644553,1.7875295369544464,0,2,-2,2,0
2024-11-10,2425,Heidenheim,Wolfsburg,A,2,2,5,-3,4,4,6,-2,-2,-1,0.0,0.67,-0.67,0.4,0.0,1.0,1.6,1.8,1.2,-1.2000000000000002,8,8,0,20,0,13,18,-2,14,1,2,0,1,1,1,1.3861236802413277,1.6567375553573387,-2,0,-2,0,0
2024-11-10,2425,Augsburg,Hoffenheim,D,8,7,7,0,5,3,5,-2,3,2,0.67,-2.0,2.67,2.4,2.0,1.4,0.8,0.6,0.8,1.5999999999999999,8,8,0,22,-14,12,16,-12,16,4,6,1,1,3,1,1.1913681673786833,1.6564558784407617,0,-2,2,3,0
2024-11-10,2425,Stuttgart,Ein Frankfurt,A,8,4,6,-2,8,17,8,9,0,-11,0.67,2.0,-1.33,2.2,2.2,1.0,1.0,1.6,1.6,1.2000000000000002,9,8,1,26,2,11,34,18,3,-8,-8,2,1,2,1,1.6573678558644553,1.7875295369544464,0,2,-2,2,0
2024-11-22,2425,Bayern Munich,Augsburg,H,15,13,0,13,7,4,3,1,8,12,0.0,-1.33,1.33,2.6,3.0,0.2,0.4,0.8,2.4,2.2,13,12,1,52,52,1,24,-14,13,12,28,4,0,1,1,3.018190962550294,1.1935623645930054,8,0,8,4,0
2024-11-22,2425,Bayern Munich,Augsburg,H,15,13,0,13,7,4,3,1,8,12,0.0,-1.33,1.33,2.6,3.0,0.2,0.4,0.8,2.4,2.2,13,12,1,52,52,1,24,-14,13,12,28,4,0,1,1,3.018190962550294,1.1935623645930054,8,0,8,4,0
2024-11-23,2425,Stuttgart,Bochum,H,5,6,7,-1,2,6,21,-15,3,14,-2.0,0.67,-2.67,1.4,1.8,1.8,0.0,1.6,4.8,1.4,13,14,-1,26,0,11,4,-40,18,7,22,3,1,1,1,1.6482135291625477,1.1681343991329085,-2,0,-2,0,-5
2024-11-23,2425,Leverkusen,Heidenheim,H,5,4,4,0,1,2,8,-6,4,6,0.0,-0.67,0.67,1.8,1.2,0.8,0.6,1.2,1.6,1.2000000000000002,14,13,1,34,10,4,20,-4,14,10,14,2,0,0,1,2.0433302383163108,1.3403214535290007,0,-4,4,0,-3
2024-11-23,2425,Hoffenheim,RB Leipzig,H,3,0,4,-4,5,5,5,0,-2,-4,0.0,-1.33,1.33,1.2,1.8,2.0,1.8,1.4,0.8,-0.6000000000000001,13,14,-1,18,-12,15,42,20,2,-13,-24,0,1,4,1,1.662325905292479,2.224497481523325,0,0,0,-1,1
2024-11-23,2425,Dortmund,Freiburg,H,6,7,10,-3,4,1,3,-2,2,-1,0.0,0.67,-0.67,3.0,2.4,1.2,1.0,0.6,1.2,2.0,14,15,-1,32,0,7,34,4,5,-2,-2,5,0,0,1,2.172632311977716,1.3381028787163753,0,0,0,5,0
2024-11-23,2425,Ein Frankfurt,Werder Bremen,H,13,21,9,12,7,8,12,-4,6,16,1.33,1.33,0.0,2.2,4.4,2.0,1.8,2.8,3.0,0.40000000000000013,13,14,-1,40,20,3,30,-8,8,5,10,2,2,1,1,1.7890359021974622,1.3908164228409627,4,0,4,2,1
2024-11-23,2425,Wolfsburg,Union Berlin,H,9,8,4,4,3,1,7,-6,6,10,1.33,0.0,1.33,0.6,1.6,2.4,1.2,0.8,1.4,-0.6,13,15,-2,24,2,12,32,2,6,-6,-8,2,1,2,1,1.6601593933766636,1.2815650236702867,2,0,2,0,-1
2024-11-23,2425,Dortmund,Freiburg,H,6,7,10,-3,4,1,3,-2,2,-1,0.0,0.67,-0.67,3.0,2.4,1.2,1.0,0.6,1.2,2.0,14,15,-1,32,0,7,34,4,5,-2,-2,5,0,0,1,2.172632311977716,1.3381028787163753,0,0,0,5,0
2024-11-23,2425,Stuttgart,Bochum,H,5,6,7,-1,2,6,21,-15,3,14,-2.0,0.67,-2.67,1.4,1.8,1.8,0.0,1.6,4.8,1.4,13,14,-1,26,0,11,4,-40,18,7,22,3,1,1,1,1.6482135291625477,1.1681343991329085,-2,0,-2,0,-5
2024-11-23,2425,Hoffenheim,RB Leipzig,H,3,0,4,-4,5,5,5,0,-2,-4,0.0,-1.33,1.33,1.2,1.8,2.0,1.8,1.4,0.8,-0.6000000000000001,13,14,-1,18,-12,15,42,20,2,-13,-24,0,1,4,1,1.662325905292479,2.224497481523325,0,0,0,-1,1
2024-11-23,2425,Wolfsburg,Union Berlin,H,9,8,4,4,3,1,7,-6,6,10,1.33,0.0,1.33,0.6,1.6,2.4,1.2,0.8,1.4,-0.6,13,15,-2,24,2,12,32,2,6,-6,-8,2,1,2,1,1.6601593933766636,1.2815650236702867,2,0,2,0,-1
2024-11-23,2425,Ein Frankfurt,Werder Bremen,H,13,21,9,12,7,8,12,-4,6,16,1.33,1.33,0.0,2.2,4.4,2.0,1.8,2.8,3.0,0.40000000000000013,13,14,-1,40,20,3,30,-8,8,5,10,2,2,1,1,1.7890359021974622,1.3908164228409627,4,0,4,2,1
2024-11-23,2425,Leverkusen,Heidenheim,H,5,4,4,0,1,2,8,-6,4,6,0.0,-0.67,0.67,1.8,1.2,0.8,0.6,1.2,1.6,1.2000000000000002,14,13,1,34,10,4,20,-4,14,10,14,2,0,0,1,2.0433302383163108,1.3403214535290007,0,-4,4,0,-3
2024-11-24,2425,Holstein Kiel,Mainz,A,6,5,6,-1,9,7,3,4,-3,-5,0.0,1.33,-1.33,1.2,0.8,1.6,2.2,1.8,0.4,-1.0000000000000002,15,15,0,10,-26,17,26,2,12,-5,-16,0,0,0,1,0.5894736842105264,1.4436320024760136,-4,2,-6,-1,0
2024-11-24,2425,Holstein Kiel,Mainz,A,6,5,6,-1,9,7,3,4,-3,-5,0.0,1.33,-1.33,1.2,0.8,1.6,2.2,1.8,0.4,-1.0000000000000002,15,15,0,10,-26,17,26,2,12,-5,-16,0,0,0,1,0.5894736842105264,1.4436320024760136,-4,2,-6,-1,0
2024-11-24,2425,M'gladbach,St Pauli,H,9,9,3,6,7,4,2,2,2,4,0.0,-0.67,0.67,3.0,3.0,1.2,1.8,1.8,0.8,1.2,15,15,0,28,2,11,16,-10,16,5,12,0,0,0,1,1.697299597647787,1.0631578947368416,0,0,0,5,1
2024-11-24,2425,M'gladbach,St Pauli,H,9,9,3,6,7,4,2,2,2,4,0.0,-0.67,0.67,3.0,3.0,1.2,1.8,1.8,0.8,1.2,15,15,0,28,2,11,16,-10,16,5,12,0,0,0,1,1.697299597647787,1.0631578947368416,0,0,0,5,1
2024-11-29,2425,St Pauli,Holstein Kiel,H,3,2,6,-4,3,3,10,-7,0,3,-2.0,-2.0,0.0,0.4,0.0,1.0,0.2,1.2,2.0,0.2,5,5,0,16,-14,16,10,-32,17,1,6,0,0,0,1,1.0043290043290045,0.6580086580086579,-2,-6,4,-2,-4
2024-11-29,2425,St Pauli,Holstein Kiel,H,3,2,6,-4,3,3,10,-7,0,3,-2.0,-2.0,0.0,0.4,0.0,1.0,0.2,1.2,2.0,0.2,5,5,0,16,-14,16,10,-32,17,1,6,0,0,0,1,1.0043290043290045,0.6580086580086579,-2,-6,4,-2,-4
2024-11-30,2425,RB Leipzig,Wolfsburg,A,2,7,10,-3,13,9,3,6,-11,-9,0.0,1.33,-1.33,2.2,2.0,0.4,2.2,1.8,0.6,0.0,7,7,0,42,18,3,30,4,11,8,12,4,0,1,1,2.216758375705231,1.652323961984053,-2,4,-6,0,2
2024-11-30,2425,Dortmund,Bayern Munich,D,9,12,7,5,15,11,0,11,-6,-6,0.0,0.0,0.0,3.0,2.8,0.6,2.6,3.0,0.6,0.3999999999999999,7,8,-1,38,8,5,58,58,1,-4,-20,1,1,3,1,2.1792825331721275,3.001920692979905,2,10,-8,5,4
2024-11-30,2425,Augsburg,Bochum,H,3,1,7,-6,2,4,13,-9,1,3,-0.67,0.0,-0.67,2.2,1.2,0.6,0.0,1.0,4.2,2.2,8,7,1,24,-20,14,4,-44,18,4,20,1,2,2,1,1.1956352060727566,1.1702071859428271,-2,-2,0,0,-5
2024-11-30,2425,Freiburg,M'gladbach,H,3,0,8,-8,11,8,1,7,-8,-15,-0.67,0.0,-0.67,1.6,1.2,1.0,0.8,0.6,0.8,0.8,7,6,1,34,-4,7,34,6,6,-1,0,1,4,0,1,1.3407921235175655,1.6886258245205923,-2,2,-4,0,0
2024-11-30,2425,RB Leipzig,Wolfsburg,A,2,7,10,-3,13,9,3,6,-11,-9,0.0,1.33,-1.33,2.2,2.0,0.4,2.2,1.8,0.6,0.0,7,7,0,42,18,3,30,4,11,8,12,4,0,1,1,2.216758375705231,1.652323961984053,-2,4,-6,0,2
2024-11-30,2425,Union Berlin,Leverkusen,A,2,0,5,-5,9,12,6,6,-7,-11,0.0,1.33,-1.33,1.4,0.8,0.6,1.0,1.4,1.4,0.3999999999999999,7,7,0,32,0,10,40,16,4,-6,-8,0,2,3,1,1.2850948952879582,2.0853369247486264,-2,2,-4,0,0
2024-11-30,2425,Union Berlin,Leverkusen,A,2,0,5,-5,9,12,6,6,-7,-11,0.0,1.33,-1.33,1.4,0.8,0.6,1.0,1.4,1.4,0.3999999999999999,7,7,0,32,0,10,40,16,4,-6,-8,0,2,3,1,1.2850948952879582,2.0853369247486264,-2,2,-4,0,0
2024-11-30,2425,Werder Bremen,Stuttgart,D,6,5,8,-3,7,8,6,2,-1,-5,0.0,1.33,-1.33,1.6,1.6,1.4,0.6,0.4,2.0,1.0,7,7,0,30,-10,12,32,4,9,-3,-2,2,1,2,1,1.3947844409636758,1.6391539550973975,-2,0,-2,2,0
2024-11-30,2425,Werder Bremen,Stuttgart,D,6,5,8,-3,7,8,6,2,-1,-5,0.0,1.33,-1.33,1.6,1.6,1.4,0.6,0.4,2.0,1.0,7,7,0,30,-10,12,32,4,9,-3,-2,2,1,2,1,1.3947844409636758,1.6391539550973975,-2,0,-2,2,0
2024-11-30,2425,Augsburg,Bochum,H,3,1,7,-6,2,4,13,-9,1,3,-0.67,0.0,-0.67,2.2,1.2,0.6,0.0,1.0,4.2,2.2,8,7,1,24,-20,14,4,-44,18,4,20,1,2,2,1,1.1956352060727566,1.1702071859428271,-2,-2,0,0,-5
2024-11-30,2425,Dortmund,Bayern Munich,D,9,12,7,5,15,11,0,11,-6,-6,0.0,0.0,0.0,3.0,2.8,0.6,2.6,3.0,0.6,0.3999999999999999,7,8,-1,38,8,5,58,58,1,-4,-20,1,1,3,1,2.1792825331721275,3.001920692979905,2,10,-8,5,4
2024-11-30,2425,Freiburg,M'gladbach,H,3,0,8,-8,11,8,1,7,-8,-15,-0.67,0.0,-0.67,1.6,1.2,1.0,0.8,0.6,0.8,0.8,7,6,1,34,-4,7,34,6,6,-1,0,1,4,0,1,1.3407921235175655,1.6886258245205923,-2,2,-4,0,0
2024-12-01,2425,Heidenheim,Ein Frankfurt,A,0,6,17,-11,15,15,6,9,-15,-20,0.0,0.0,0.0,0.4,0.4,1.4,1.6,1.8,1.6,-1.2000000000000002,8,8,0,20,-10,16,46,22,2,-14,-26,0,0,2,1,1.303896103896104,1.7809109135152505,-6,6,-12,-2,2
2024-12-01,2425,Heidenheim,Ein Frankfurt,A,0,6,17,-11,15,15,6,9,-15,-20,0.0,0.0,0.0,0.4,0.4,1.4,1.6,1.8,1.6,-1.2000000000000002,8,8,0,20,-10,16,46,22,2,-14,-26,0,0,2,1,1.303896103896104,1.7809109135152505,-6,6,-12,-2,2
2024-12-01,2425,Mainz,Hoffenheim,H,13,12,2,10,8,8,8,0,5,10,1.33,2.0,-0.6699999999999999,1.6,1.6,1.2,1.0,0.2,0.2,0.6000000000000001,7,8,-1,32,8,10,24,-10,14,4,8,3,1,1,1,1.4511945026859092,1.6837590486830623,4,2,2,2,0
2024-12-01,2425,Mainz,Hoffenheim,H,13,12,2,10,8,8,8,0,5,10,1.33,2.0,-0.6699999999999999,1.6,1.6,1.2,1.0,0.2,0.2,0.6000000000000001,7,8,-1,32,8,10,24,-10,14,4,8,3,1,1,1,1.4511945026859092,1.6837590486830623,4,2,2,2,0
2024-12-06,2425,Stuttgart,Union Berlin,H,8,10,7,3,1,2,6,-4,7,7,0.67,-0.67,1.34,1.8,2.0,1.4,0.6,0.4,1.6,1.2000000000000002,6,6,0,34,4,9,32,-2,11,2,2,2,1,2,1,1.6301878149335778,1.272501468938625,0,-4,4,1,-3
2024-12-06,2425,Stuttgart,Union Berlin,H,8,10,7,3,1,2,6,-4,7,7,0.67,-0.67,1.34,1.8,2.0,1.4,0.6,0.4,1.6,1.2000000000000002,6,6,0,34,4,9,32,-2,11,2,2,2,1,2,1,1.6301878149335778,1.272501468938625,0,-4,4,1,-3
2024-12-07,2425,Leverkusen,St Pauli,H,13,15,7,8,6,6,7,-1,7,9,1.33,2.0,-0.6699999999999999,2.2,2.4,1.0,1.2,1.0,1.2,1.0000000000000002,7,8,-1,46,18,3,22,-10,15,12,24,0,0,0,1,2.0738958011685287,1.36231884057971,4,0,4,2,-1
2024-12-07,2425,Holstein Kiel,RB Leipzig,A,0,3,14,-11,1,8,18,-10,-1,-1,0.0,-0.67,0.67,1.2,0.4,1.6,0.6,2.0,2.4,0.6,8,7,1,10,-36,17,42,10,4,-13,-32,0,0,0,1,0.6014492753623187,2.207924874026569,-8,-4,-4,-1,-3
2024-12-07,2425,Bochum,Werder Bremen,A,1,1,7,-6,5,6,7,-1,-4,-5,-0.67,-1.33,0.66,0.4,0.6,3.0,0.6,1.2,2.4,-0.19999999999999996,7,7,0,4,-46,18,32,-10,12,-6,-28,0,1,3,1,1.1715555555555555,1.3883116883116884,-4,0,-4,0,-3
2024-12-07,2425,M'gladbach,Dortmund,D,7,6,6,0,8,11,5,6,-1,-6,-0.67,0.67,-1.34,3.0,3.0,0.8,0.0,1.0,2.4,3.0,7,7,0,34,2,10,40,8,5,-5,-6,1,0,4,1,1.681553295189659,2.1747570611206974,0,0,0,5,-5
2024-12-07,2425,Bochum,Werder Bremen,A,1,1,7,-6,5,6,7,-1,-4,-5,-0.67,-1.33,0.66,0.4,0.6,3.0,0.6,1.2,2.4,-0.19999999999999996,7,7,0,4,-46,18,32,-10,12,-6,-28,0,1,3,1,1.1715555555555555,1.3883116883116884,-4,0,-4,0,-3
2024-12-07,2425,Ein Frankfurt,Augsburg,D,15,13,2,11,7,2,6,-4,8,15,0.0,1.33,-1.33,2.6,3.8,1.4,0.4,0.6,2.2,2.2,6,7,-1,52,30,2,30,-18,13,11,22,2,2,1,1,1.8035525080979629,1.189386371204553,8,0,8,4,-2
2024-12-07,2425,Holstein Kiel,RB Leipzig,A,0,3,14,-11,1,8,18,-10,-1,-1,0.0,-0.67,0.67,1.2,0.4,1.6,0.6,2.0,2.4,0.6,8,7,1,10,-36,17,42,10,4,-13,-32,0,0,0,1,0.6014492753623187,2.207924874026569,-8,-4,-4,-1,-3
2024-12-07,2425,Leverkusen,St Pauli,H,13,15,7,8,6,6,7,-1,7,9,1.33,2.0,-0.6699999999999999,2.2,2.4,1.0,1.2,1.0,1.2,1.0000000000000002,7,8,-1,46,18,3,22,-10,15,12,24,0,0,0,1,2.0738958011685287,1.36231884057971,4,0,4,2,-1
2024-12-07,2425,M'gladbach,Dortmund,D,7,6,6,0,8,11,5,6,-1,-6,-0.67,0.67,-1.34,3.0,3.0,0.8,0.0,1.0,2.4,3.0,7,7,0,34,2,10,40,8,5,-5,-6,1,0,4,1,1.681553295189659,2.1747570611206974,0,0,0,5,-5
2024-12-07,2425,Bayern Munich,Heidenheim,H,11,9,2,7,0,5,21,-16,11,23,-1.33,0.0,-1.33,3.0,3.2,0.0,0.0,1.2,3.0,3.0,7,6,1,60,58,1,20,-18,16,15,40,1,0,1,1,3.0015060696878884,1.327283726557774,0,-8,8,5,-5
2024-12-07,2425,Bayern Munich,Heidenheim,H,11,9,2,7,0,5,21,-16,11,23,-1.33,0.0,-1.33,3.0,3.2,0.0,0.0,1.2,3.0,3.0,7,6,1,60,58,1,20,-18,16,15,40,1,0,1,1,3.0015060696878884,1.327283726557774,0,-8,8,5,-5
2024-12-07,2425,Ein Frankfurt,Augsburg,D,15,13,2,11,7,2,6,-4,8,15,0.0,1.33,-1.33,2.6,3.8,1.4,0.4,0.6,2.2,2.2,6,7,-1,52,30,2,30,-18,13,11,22,2,2,1,1,1.8035525080979629,1.189386371204553,8,0,8,4,-2
2024-12-08,2425,Hoffenheim,Freiburg,D,7,8,10,-2,7,6,10,-4,0,2,-0.67,1.33,-2.0,1.8,2.2,2.2,0.4,0.2,2.2,1.4,7,8,-1,24,-14,14,40,0,7,-7,-16,0,1,4,1,1.6894847576665757,1.3495072303582942,0,0,0,1,-2
2024-12-08,2425,Wolfsburg,Mainz,H,15,15,3,12,15,13,1,12,0,0,0.0,0.0,0.0,1.6,1.2,1.2,2.2,1.8,0.0,-0.6000000000000001,8,7,1,36,12,10,38,12,8,-2,-2,3,1,1,1,1.7105545969182336,1.4456679683952414,6,6,0,2,2
2024-12-08,2425,Hoffenheim,Freiburg,D,7,8,10,-2,7,6,10,-4,0,2,-0.67,1.33,-2.0,1.8,2.2,2.2,0.4,0.2,2.2,1.4,7,8,-1,24,-14,14,40,0,7,-7,-16,0,1,4,1,1.6894847576665757,1.3495072303582942,0,0,0,1,-2
2024-12-08,2425,Wolfsburg,Mainz,H,15,15,3,12,15,13,1,12,0,0,0.0,0.0,0.0,1.6,1.2,1.2,2.2,1.8,0.0,-0.6000000000000001,8,7,1,36,12,10,38,12,8,-2,-2,3,1,1,1,1.7105545969182336,1.4456679683952414,6,6,0,2,2
2024-12-13,2425,Freiburg,Wolfsburg,H,8,8,8,0,15,19,8,11,-7,-11,0.67,0.0,0.67,2.2,1.8,0.6,2.6,3.2,0.8,-0.3999999999999999,5,5,0,42,0,7,42,14,5,-2,0,3,0,2,1,1.3420449168274307,1.7348678793322851,0,8,-8,2,4
2024-12-13,2425,Freiburg,Wolfsburg,H,8,8,8,0,15,19,8,11,-7,-11,0.67,0.0,0.67,2.2,1.8,0.6,2.6,3.2,0.8,-0.3999999999999999,5,5,0,42,0,7,42,14,5,-2,0,3,0,2,1,1.3420449168274307,1.7348678793322851,0,8,-8,2,4
2024-12-14,2425,Augsburg,Leverkusen,A,8,6,7,-1,15,13,6,7,-7,-8,0.67,0.0,0.67,2.2,0.8,0.2,1.8,1.6,1.2,0.40000000000000013,7,7,0,32,-18,13,52,20,3,-10,-20,2,0,3,1,1.1859570327120295,2.062579534396287,0,6,-6,2,2
2024-12-14,2425,M'gladbach,Holstein Kiel,H,5,6,8,-2,0,2,13,-11,5,9,-1.33,0.0,-1.33,2.2,2.0,0.6,0.0,1.0,2.4,2.2,7,7,0,36,2,11,10,-40,17,6,26,0,0,0,1,1.6745340220076348,0.64,0,-10,10,0,-5
2024-12-14,2425,Mainz,Bayern Munich,H,9,13,8,5,11,13,6,7,-2,-2,-2.0,0.0,-2.0,2.6,2.2,0.6,2.2,1.8,0.4,0.3999999999999999,6,7,-1,38,10,9,66,62,1,-8,-28,2,0,3,1,1.4529006662175312,2.9941836963844604,4,2,2,4,0
2024-12-14,2425,Union Berlin,Bochum,A,0,6,11,-5,0,0,6,-6,0,1,0.0,0.0,0.0,0.6,0.6,1.0,0.0,0.4,2.6,0.6,8,7,1,32,-4,12,4,-48,18,6,28,1,1,3,1,1.264965986394558,1.172244094488189,-6,-6,0,-2,-5
2024-12-14,2425,Mainz,Bayern Munich,H,9,13,8,5,11,13,6,7,-2,-2,-2.0,0.0,-2.0,2.6,2.2,0.6,2.2,1.8,0.4,0.3999999999999999,6,7,-1,38,10,9,66,62,1,-8,-28,2,0,3,1,1.4529006662175312,2.9941836963844604,4,2,2,4,0
2024-12-14,2425,Augsburg,Leverkusen,A,8,6,7,-1,15,13,6,7,-7,-8,0.67,0.0,0.67,2.2,0.8,0.2,1.8,1.6,1.2,0.40000000000000013,7,7,0,32,-18,13,52,20,3,-10,-20,2,0,3,1,1.1859570327120295,2.062579534396287,0,6,-6,2,2
2024-12-14,2425,Union Berlin,Bochum,A,0,6,11,-5,0,0,6,-6,0,1,0.0,0.0,0.0,0.6,0.6,1.0,0.0,0.4,2.6,0.6,8,7,1,32,-4,12,4,-48,18,6,28,1,1,3,1,1.264965986394558,1.172244094488189,-6,-6,0,-2,-5
2024-12-14,2425,St Pauli,Werder Bremen,A,6,8,8,0,8,6,5,1,-2,-1,0.0,2.0,-2.0,1.4,1.2,0.8,1.2,0.6,1.2,0.19999999999999996,7,7,0,22,-12,15,38,-8,10,-5,-16,0,0,0,1,1.255384615384615,1.3810195464638009,-2,2,-4,0,-1
2024-12-14,2425,M'gladbach,Holstein Kiel,H,5,6,8,-2,0,2,13,-11,5,9,-1.33,0.0,-1.33,2.2,2.0,0.6,0.0,1.0,2.4,2.2,7,7,0,36,2,11,10,-40,17,6,26,0,0,0,1,1.6745340220076348,0.64,0,-10,10,0,-5
2024-12-14,2425,St Pauli,Werder Bremen,A,6,8,8,0,8,6,5,1,-2,-1,0.0,2.0,-2.0,1.4,1.2,0.8,1.2,0.6,1.2,0.19999999999999996,7,7,0,22,-12,15,38,-8,10,-5,-16,0,0,0,1,1.255384615384615,1.3810195464638009,-2,2,-4,0,-1
2024-12-15,2425,Heidenheim,Stuttgart,A,0,6,21,-15,11,12,8,4,-11,-19,0.0,0.0,0.0,0.2,0.4,2.8,0.8,0.8,1.6,-0.6000000000000001,8,9,-1,20,-22,16,40,6,11,-5,-20,1,1,0,1,1.2949152542372881,1.6355049375183606,-10,2,-12,-4,0
2024-12-15,2425,RB Leipzig,Ein Frankfurt,H,6,9,14,-5,11,13,4,9,-5,-14,2.0,-1.33,3.33,1.0,1.0,2.2,2.6,3.0,1.0,-1.6,8,8,0,48,14,4,54,30,3,-1,-6,1,2,2,1,2.1930716561589043,1.7946328317987876,-2,0,-2,-2,4
2024-12-15,2425,Dortmund,Hoffenheim,D,7,8,4,4,5,6,9,-3,2,7,-1.33,-1.33,0.0,2.2,2.4,0.6,0.6,0.0,0.8,1.6,8,7,1,42,8,10,26,-14,14,4,16,4,0,1,1,2.1701998652593755,1.6824986900217083,0,0,0,0,-2
2024-12-15,2425,Dortmund,Hoffenheim,D,7,8,4,4,5,6,9,-3,2,7,-1.33,-1.33,0.0,2.2,2.4,0.6,0.6,0.0,0.8,1.6,8,7,1,42,8,10,26,-14,14,4,16,4,0,1,1,2.1701998652593755,1.6824986900217083,0,0,0,0,-2
2024-12-15,2425,Heidenheim,Stuttgart,A,0,6,21,-15,11,12,8,4,-11,-19,0.0,0.0,0.0,0.2,0.4,2.8,0.8,0.8,1.6,-0.6000000000000001,8,9,-1,20,-22,16,40,6,11,-5,-20,1,1,0,1,1.2949152542372881,1.6355049375183606,-10,2,-12,-4,0
2024-12-15,2425,RB Leipzig,Ein Frankfurt,H,6,9,14,-5,11,13,4,9,-5,-14,2.0,-1.33,3.33,1.0,1.0,2.2,2.6,3.0,1.0,-1.6,8,8,0,48,14,4,54,30,3,-1,-6,1,2,2,1,2.1930716561589043,1.7946328317987876,-2,0,-2,-2,4
2024-12-20,2425,Bayern Munich,RB Leipzig,H,7,11,9,2,12,9,7,2,-5,0,-0.67,2.0,-2.67,3.0,3.4,0.8,1.2,2.2,2.0,1.8,6,5,1,66,60,1,54,16,4,3,12,2,2,1,1,2.9937729534415354,2.1784169453734674,0,0,0,5,-1
2024-12-20,2425,Bayern Munich,RB Leipzig,H,7,11,9,2,12,9,7,2,-5,0,-0.67,2.0,-2.67,3.0,3.4,0.8,1.2,2.2,2.0,1.8,6,5,1,66,60,1,54,16,4,3,12,2,2,1,1,2.9937729534415354,2.1784169453734674,0,0,0,5,-1
2024-12-21,2425,Werder Bremen,Union Berlin,H,13,8,2,6,0,5,12,-7,13,13,1.33,0.0,1.33,1.8,2.0,1.6,0.0,0.8,2.2,1.8,7,7,0,44,-4,9,32,-8,12,3,12,1,0,4,1,1.374701048353743,1.2683433317951083,4,-8,12,0,-5
2024-12-21,2425,Stuttgart,St Pauli,A,13,14,8,6,3,5,9,-4,10,10,1.33,-2.0,3.33,2.4,2.4,1.4,0.6,0.8,1.6,1.7999999999999998,6,7,-1,46,10,6,22,-16,15,9,24,0,0,0,1,1.640535117056856,1.2116402116402119,4,-4,8,3,-3
2024-12-21,2425,Leverkusen,Freiburg,H,15,10,3,7,11,11,7,4,4,3,0.0,0.0,0.0,2.6,2.8,1.2,0.6,0.4,2.0,2.0,7,8,-1,58,24,2,48,2,5,3,10,3,1,1,1,2.051386091695296,1.3504882127636617,8,2,6,4,0
2024-12-21,2425,Holstein Kiel,Augsburg,H,0,3,15,-12,5,5,8,-3,-5,-9,0.0,-2.0,2.0,0.6,0.2,2.0,0.6,1.0,2.2,0.0,7,7,0,10,-46,18,32,-22,13,-5,-22,0,0,0,1,0.5925925925925926,1.1879812818386446,-12,-2,-10,-3,0
2024-12-21,2425,Hoffenheim,M'gladbach,A,4,4,6,-2,8,11,7,4,-4,-6,0.67,2.0,-1.33,1.6,2.0,2.0,0.6,0.6,1.4,1.0,6,7,-1,28,-14,14,42,8,11,-3,-14,1,0,4,1,1.675564210401611,1.695822473640564,0,2,-2,0,-2
2024-12-21,2425,Ein Frankfurt,Mainz,A,5,10,8,2,9,12,10,2,-4,0,-2.0,0.0,-2.0,2.2,2.6,1.2,1.4,2.4,1.6,0.8000000000000003,6,7,-1,54,28,3,44,12,7,4,10,2,3,0,1,1.786688484776685,1.4473329581803103,-2,6,-8,0,0
