Date,Season,HomeTeam,AwayTeam,Result,home_form_points,home_form_gf,home_form_ga,home_form_gd,away_form_points,away_form_gf,away_form_ga,away_form_gd,form_points_diff,form_gd_diff,home_trend,away_trend,trend_diff,home_home_ppg,home_home_gf,home_home_ga,away_away_ppg,away_away_gf,away_away_ga,home_advantage,home_days_rest,away_days_rest,rest_diff,home_season_points,home_season_gd,home_season_position,away_season_points,away_season_gd,away_season_position,position_diff,points_diff_season,h2h_home_wins,h2h_draws,h2h_away_wins,season_phase
2025-09-21,2526,Dortmund,Wolfsburg,H,2.8666666666666667,2.4,0.2,2.1999999999999997,1.1333333333333333,2.3333333333333335,2.2,0.1333333333333333,1.7333333333333334,2.0666666666666664,1.0,-1.0,2.0,3.0,3.0,0.0,3.0,3.0,1.0,0.0,8,8,0,14,10,3,10,4,10,7,4,0,0,0,1
2025-09-26,2526,Bayern Munich,Werder Bremen,H,3.0,4.266666666666667,0.7333333333333333,3.533333333333333,1.0666666666666667,1.5333333333333334,2.0,-0.46666666666666656,1.9333333333333333,4.0,0.0,-0.9666666666666666,0.9666666666666666,3.0,5.7,0.0,0.9,1.9,2.8,2.1,6,6,0,24,30,1,8,-4,14,13,16,0,0,0,1
2025-09-26,2526,Bayern Munich,Werder Bremen,H,3.0,4.266666666666667,0.7333333333333333,3.533333333333333,1.0666666666666667,1.5333333333333334,2.0,-0.46666666666666656,1.9333333333333333,4.0,0.0,-0.9666666666666666,0.9666666666666666,3.0,5.7,0.0,0.9,1.9,2.8,2.1,6,6,0,24,30,1,8,-4,14,13,16,0,0,0,1
2025-09-27,2526,Heidenheim,Augsburg,H,0.0,0.6,2.0,-1.4,0.0,1.0666666666666667,3.2666666666666666,-2.2,0.0,0.8000000000000003,0.0,-0.6,0.6,0.0,0.7,2.7,2.1,2.4,1.3,-2.1,7,7,0,0,-14,18,6,-6,16,-2,-6,0,0,0,1
2025-09-27,2526,M'gladbach,Ein Frankfurt,A,0.6,0.6,2.0,-1.4,0.2,2.3333333333333335,3.466666666666667,-1.1333333333333333,0.39999999999999997,-0.2666666666666666,0.6333333333333333,-2.0,2.6333333333333333,0.7,0.0,1.2,2.1,2.4,1.6,-1.4000000000000001,6,6,0,4,-10,17,12,4,6,-11,-8,0,0,0,1
2025-09-27,2526,Wolfsburg,RB Leipzig,A,0.4,1.0666666666666667,1.6666666666666667,-0.6000000000000001,3.0,2.2666666666666666,0.6,1.6666666666666665,-2.6,-2.2666666666666666,-1.2333333333333332,0.6000000000000001,-1.8333333333333333,1.0,1.6,1.6,0.9,0.3,4.2,0.09999999999999998,6,7,-1,10,2,12,18,-2,3,-9,-8,0,0,0,1
2025-09-27,2526,St Pauli,Leverkusen,A,1.2,0.8,1.5333333333333334,-0.7333333333333334,1.6666666666666667,1.8,1.1333333333333333,0.6666666666666667,-0.4666666666666668,-1.4000000000000001,-2.1,-0.1333333333333333,-1.9666666666666668,1.6,2.7,2.4,1.0,3.0,3.0,0.6000000000000001,8,6,2,14,2,5,10,2,11,6,4,0,0,0,1
2025-09-27,2526,Mainz,Dortmund,A,1.8666666666666667,2.466666666666667,1.0,1.4666666666666668,3.0,1.4666666666666666,0.0,1.4666666666666666,-1.1333333333333333,2.220446049250313e-16,2.033333333333333,0.3999999999999999,1.6333333333333333,0.0,0.0,1.0,1.6,2.7,2.1,-1.6,7,6,1,8,2,13,20,12,2,-11,-12,0,0,0,1
2025-09-27,2526,Heidenheim,Augsburg,H,0.0,0.6,2.0,-1.4,0.0,1.0666666666666667,3.2666666666666666,-2.2,0.0,0.8000000000000003,0.0,-0.6,0.6,0.0,0.7,2.7,2.1,2.4,1.3,-2.1,7,7,0,0,-14,18,6,-6,16,-2,-6,0,0,0,1
2025-09-27,2526,Mainz,Dortmund,A,1.8666666666666667,2.466666666666667,1.0,1.4666666666666668,3.0,1.4666666666666666,0.0,1.4666666666666666,-1.1333333333333333,2.220446049250313e-16,2.033333333333333,0.3999999999999999,1.6333333333333333,0.0,0.0,1.0,1.6,2.7,2.1,-1.6,7,6,1,8,2,13,20,12,2,-11,-12,0,0,0,1
2025-09-27,2526,M'gladbach,Ein Frankfurt,A,0.6,0.6,2.0,-1.4,0.2,2.3333333333333335,3.466666666666667,-1.1333333333333333,0.39999999999999997,-0.2666666666666666,0.6333333333333333,-2.0,2.6333333333333333,0.7,0.0,1.2,2.1,2.4,1.6,-1.4000000000000001,6,6,0,4,-10,17,12,4,6,-11,-8,0,0,0,1
2025-09-27,2526,Wolfsburg,RB Leipzig,A,0.4,1.0666666666666667,1.6666666666666667,-0.6000000000000001,3.0,2.2666666666666666,0.6,1.6666666666666665,-2.6,-2.2666666666666666,-1.2333333333333332,0.6000000000000001,-1.8333333333333333,1.0,1.6,1.6,0.9,0.3,4.2,0.09999999999999998,6,7,-1,10,2,12,18,-2,3,-9,-8,0,0,0,1
2025-09-27,2526,St Pauli,Leverkusen,A,1.2,0.8,1.5333333333333334,-0.7333333333333334,1.6666666666666667,1.8,1.1333333333333333,0.6666666666666667,-0.4666666666666668,-1.4000000000000001,-2.1,-0.1333333333333333,-1.9666666666666668,1.6,2.7,2.4,1.0,3.0,3.0,0.6000000000000001,8,6,2,14,2,5,10,2,11,6,4,0,0,0,1
2025-09-28,2526,Freiburg,Hoffenheim,D,2.8,2.8666666666666667,0.6,2.2666666666666666,1.0,2.0,3.2666666666666666,-1.2666666666666666,1.7999999999999998,3.533333333333333,2.0,-1.1,3.1,0.9,1.6,2.4,3.0,2.6,1.3,-2.1,8,8,0,12,0,9,12,-4,10,1,0,0,0,0,1
2025-09-28,2526,Union Berlin,Hamburg,D,1.8,3.066666666666667,3.3333333333333335,-0.2666666666666666,1.8,1.2,2.4,-1.2,0.0,0.9333333333333333,1.9,2.3,-0.3999999999999999,2.1,2.0,1.9,0.7,0.0,1.5,1.4000000000000001,7,8,-1,12,-6,11,8,-12,15,4,4,0,0,0,1
2025-09-28,2526,FC Koln,Stuttgart,A,0.5333333333333333,1.8666666666666667,2.8666666666666667,-1.0,2.0,1.6,1.0,0.6000000000000001,-1.4666666666666668,-1.6,-2.166666666666667,1.1,-3.266666666666667,3.0,4.0,1.0,0.0,1.0,2.3,3.0,8,9,-1,14,4,6,12,0,8,2,2,0,0,0,1
2025-09-28,2526,FC Koln,Stuttgart,A,0.5333333333333333,1.8666666666666667,2.8666666666666667,-1.0,2.0,1.6,1.0,0.6000000000000001,-1.4666666666666668,-1.6,-2.166666666666667,1.1,-3.266666666666667,3.0,4.0,1.0,0.0,1.0,2.3,3.0,8,9,-1,14,4,6,12,0,8,2,2,0,0,0,1
2025-09-28,2526,Union Berlin,Hamburg,D,1.8,3.066666666666667,3.3333333333333335,-0.2666666666666666,1.8,1.2,2.4,-1.2,0.0,0.9333333333333333,1.9,2.3,-0.3999999999999999,2.1,2.0,1.9,0.7,0.0,1.5,1.4000000000000001,7,8,-1,12,-6,11,8,-12,15,4,4,0,0,0,1
2025-09-28,2526,Freiburg,Hoffenheim,D,2.8,2.8666666666666667,0.6,2.2666666666666666,1.0,2.0,3.2666666666666666,-1.2666666666666666,1.7999999999999998,3.533333333333333,2.0,-1.1,3.1,0.9,1.6,2.4,3.0,2.6,1.3,-2.1,8,8,0,12,0,9,12,-4,10,1,0,0,0,0,1
2025-10-03,2526,Hoffenheim,FC Koln,A,0.8,1.2,2.066666666666667,-0.8666666666666669,0.06666666666666667,1.1333333333333333,2.4,-1.2666666666666666,0.7333333333333334,0.3999999999999997,-0.5666666666666665,-1.0666666666666667,0.5000000000000001,0.0,1.0,3.3,2.1333333333333333,1.6666666666666667,1.2,-2.1333333333333333,5,5,0,14,-4,10,14,2,7,-3,0,0,0,0,1
2025-10-03,2526,Hoffenheim,FC Koln,A,0.8,1.2,2.066666666666667,-0.8666666666666669,0.06666666666666667,1.1333333333333333,2.4,-1.2666666666666666,0.7333333333333334,0.3999999999999997,-0.5666666666666665,-1.0666666666666667,0.5000000000000001,0.0,1.0,3.3,2.1333333333333333,1.6666666666666667,1.2,-2.1333333333333333,5,5,0,14,-4,10,14,2,7,-3,0,0,0,0,1
2025-10-04,2526,Augsburg,Wolfsburg,H,0.0,1.0,2.6666666666666665,-1.6666666666666665,0.06666666666666667,0.2,1.1333333333333333,-0.9333333333333333,-0.06666666666666667,-0.7333333333333332,0.0,-0.6666666666666666,0.6666666666666666,0.0,1.7,3.3,2.1,2.1,1.0,-2.1,7,7,0,6,-8,16,10,0,12,-4,-4,0,0,0,1
2025-10-04,2526,Dortmund,RB Leipzig,D,3.0,1.6666666666666667,0.0,1.6666666666666667,3.0,1.6666666666666667,0.3333333333333333,1.3333333333333335,0.0,0.33333333333333326,0.0,0.0,0.0,3.0,2.4,0.0,1.2,0.4,3.6,1.8,7,7,0,26,16,2,24,0,3,1,2,0,0,0,1
2025-10-04,2526,Leverkusen,Union Berlin,H,2.3333333333333335,1.7333333333333334,1.0,0.7333333333333334,1.6,1.4666666666666666,1.2666666666666666,0.19999999999999996,0.7333333333333334,0.5333333333333334,0.7333333333333332,0.33333333333333326,0.3999999999999999,1.0666666666666667,1.6666666666666667,1.6,0.9,1.2,3.0,0.16666666666666663,7,6,1,16,4,7,14,-6,10,3,2,0,0,0,1
2025-10-04,2526,Werder Bremen,St Pauli,H,0.2,0.26666666666666666,3.4,-3.1333333333333333,0.2,0.7333333333333333,1.9333333333333333,-1.2000000000000002,0.0,-1.9333333333333331,-1.6,-2.0,0.3999999999999999,0.7,2.1,3.0,2.1,1.4,0.6,-1.4000000000000001,8,7,1,8,-12,15,14,0,8,-7,-6,0,0,0,1
2025-10-04,2526,Ein Frankfurt,Bayern Munich,A,1.8,4.666666666666667,3.933333333333333,0.7333333333333338,3.0,4.066666666666666,0.3333333333333333,3.733333333333333,-1.2,-2.999999999999999,1.9,0.0,1.9,2.1,3.7,1.9,3.0,3.3,1.7,-0.8999999999999999,7,8,-1,18,8,5,30,38,1,-4,-12,0,0,0,1
2025-10-04,2526,Werder Bremen,St Pauli,H,0.2,0.26666666666666666,3.4,-3.1333333333333333,0.2,0.7333333333333333,1.9333333333333333,-1.2000000000000002,0.0,-1.9333333333333331,-1.6,-2.0,0.3999999999999999,0.7,2.1,3.0,2.1,1.4,0.6,-1.4000000000000001,8,7,1,8,-12,15,14,0,8,-7,-6,0,0,0,1
2025-10-04,2526,Leverkusen,Union Berlin,H,2.3333333333333335,1.7333333333333334,1.0,0.7333333333333334,1.6,1.4666666666666666,1.2666666666666666,0.19999999999999996,0.7333333333333334,0.5333333333333334,0.7333333333333332,0.33333333333333326,0.3999999999999999,1.0666666666666667,1.6666666666666667,1.6,0.9,1.2,3.0,0.16666666666666663,7,6,1,16,4,7,14,-6,10,3,2,0,0,0,1
2025-10-04,2526,Dortmund,RB Leipzig,D,3.0,1.6666666666666667,0.0,1.6666666666666667,3.0,1.6666666666666667,0.3333333333333333,1.3333333333333335,0.0,0.33333333333333326,0.0,0.0,0.0,3.0,2.4,0.0,1.2,0.4,3.6,1.8,7,7,0,26,16,2,24,0,3,1,2,0,0,0,1
2025-10-04,2526,Augsburg,Wolfsburg,H,0.0,1.0,2.6666666666666665,-1.6666666666666665,0.06666666666666667,0.2,1.1333333333333333,-0.9333333333333333,-0.06666666666666667,-0.7333333333333332,0.0,-0.6666666666666666,0.6666666666666666,0.0,1.7,3.3,2.1,2.1,1.0,-2.1,7,7,0,6,-8,16,10,0,12,-4,-4,0,0,0,1
2025-10-04,2526,Ein Frankfurt,Bayern Munich,A,1.8,4.666666666666667,3.933333333333333,0.7333333333333338,3.0,4.066666666666666,0.3333333333333333,3.733333333333333,-1.2,-2.999999999999999,1.9,0.0,1.9,2.1,3.7,1.9,3.0,3.3,1.7,-0.8999999999999999,7,8,-1,18,8,5,30,38,1,-4,-12,0,0,0,1
2025-10-05,2526,M'gladbach,Freiburg,D,0.3333333333333333,2.7333333333333334,4.2,-1.4666666666666668,1.8,1.8,0.6666666666666666,1.1333333333333333,-1.4666666666666668,-2.6,-0.16666666666666666,-1.0666666666666667,0.9,0.6,0.26666666666666666,1.7333333333333334,0.9,1.6,2.8,-0.30000000000000004,8,7,1,4,-14,18,14,0,8,-10,-10,0,0,0,1
2025-10-05,2526,Hamburg,Mainz,H,1.6,0.6666666666666666,0.6666666666666666,0.0,1.0,1.3333333333333333,1.6,-0.26666666666666683,0.6000000000000001,0.26666666666666683,0.33333333333333326,-0.7,1.0333333333333332,0.9,0.6,1.7,1.6,1.9,1.0,-0.7000000000000001,7,8,-1,10,-12,15,8,-2,16,1,2,0,0,0,1
2025-10-05,2526,Stuttgart,Heidenheim,H,2.8,1.9333333333333333,0.8,1.1333333333333333,1.8,1.5333333333333334,1.4,0.13333333333333353,0.9999999999999998,0.9999999999999998,1.4,2.5,-1.1,3.0,1.3,0.0,0.0,0.3,2.0,3.0,7,8,-1,18,2,6,6,-12,17,11,12,0,0,0,1
2025-10-05,2526,M'gladbach,Freiburg,D,0.3333333333333333,2.7333333333333334,4.2,-1.4666666666666668,1.8,1.8,0.6666666666666666,1.1333333333333333,-1.4666666666666668,-2.6,-0.16666666666666666,-1.0666666666666667,0.9,0.6,0.26666666666666666,1.7333333333333334,0.9,1.6,2.8,-0.30000000000000004,8,7,1,4,-14,18,14,0,8,-10,-10,0,0,0,1
2025-10-05,2526,Stuttgart,Heidenheim,H,2.8,1.9333333333333333,0.8,1.1333333333333333,1.8,1.5333333333333334,1.4,0.13333333333333353,0.9999999999999998,0.9999999999999998,1.4,2.5,-1.1,3.0,1.3,0.0,0.0,0.3,2.0,3.0,7,8,-1,18,2,6,6,-12,17,11,12,0,0,0,1
2025-10-05,2526,Hamburg,Mainz,H,1.6,0.6666666666666666,0.6666666666666666,0.0,1.0,1.3333333333333333,1.6,-0.26666666666666683,0.6000000000000001,0.26666666666666683,0.33333333333333326,-0.7,1.0333333333333332,0.9,0.6,1.7,1.6,1.9,1.0,-0.7000000000000001,7,8,-1,10,-12,15,8,-2,16,1,2,0,0,0,1
2025-10-17,2526,Union Berlin,M'gladbach,H,0.5333333333333333,0.26666666666666666,1.4,-1.1333333333333333,0.6666666666666666,1.4,2.066666666666667,-0.666666666666667,-0.1333333333333333,-0.46666666666666634,-1.5666666666666667,0.3666666666666667,-1.9333333333333333,1.8666666666666667,1.8666666666666667,1.9333333333333333,0.3,0.3,1.0,1.5666666666666667,13,12,1,14,-10,12,6,-14,18,6,8,0,0,0,1
2025-10-17,2526,Union Berlin,M'gladbach,H,0.5333333333333333,0.26666666666666666,1.4,-1.1333333333333333,0.6666666666666666,1.4,2.066666666666667,-0.666666666666667,-0.1333333333333333,-0.46666666666666634,-1.5666666666666667,0.3666666666666667,-1.9333333333333333,1.8666666666666667,1.8666666666666667,1.9333333333333333,0.3,0.3,1.0,1.5666666666666667,13,12,1,14,-10,12,6,-14,18,6,8,0,0,0,1
2025-10-18,2526,Bayern Munich,Dortmund,H,3.0,3.4,0.06666666666666667,3.333333333333333,1.8,1.3333333333333333,0.6,0.7333333333333333,1.2,2.5999999999999996,0.0,-1.6666666666666667,1.6666666666666667,3.0,5.533333333333333,0.0,1.8,2.6,1.8,1.2,14,14,0,36,44,1,28,16,2,1,8,0,0,0,1
2025-10-18,2526,Heidenheim,Werder Bremen,D,1.0,0.7333333333333333,1.0666666666666667,-0.33333333333333337,1.8,0.6,1.5333333333333334,-0.9333333333333335,-0.8,0.6000000000000001,-0.5,1.9,-2.4,0.2,0.7333333333333333,2.533333333333333,1.0,1.9333333333333333,2.6666666666666665,-0.8,13,14,-1,6,-14,17,14,-10,13,-4,-8,0,0,0,1
2025-10-18,2526,Mainz,Leverkusen,A,0.2,0.26666666666666666,3.1333333333333333,-2.8666666666666667,2.8666666666666667,1.9333333333333333,0.4,1.5333333333333332,-2.6666666666666665,-4.4,-1.4,0.9333333333333331,-2.333333333333333,0.0,0.0,1.0666666666666667,1.6,2.7,2.4,-1.6,13,14,-1,8,-10,16,22,8,5,-11,-14,0,0,0,1
2025-10-18,2526,RB Leipzig,Hamburg,H,1.8,1.1333333333333333,0.6666666666666666,0.4666666666666667,2.3333333333333335,2.533333333333333,0.06666666666666667,2.4666666666666663,-0.5333333333333334,-1.9999999999999996,-1.6666666666666667,0.9333333333333331,-2.5999999999999996,3.0,2.3,0.3,0.6666666666666666,0.0,1.6666666666666667,2.3333333333333335,14,13,1,26,0,3,16,-4,10,7,10,0,0,0,1
2025-10-18,2526,Wolfsburg,Stuttgart,A,0.0,0.6,2.2,-1.6,3.0,1.4,0.3333333333333333,1.0666666666666667,-3.0,-2.666666666666667,-0.2,0.6000000000000001,-0.8,0.9333333333333333,1.6,1.6666666666666667,0.2,1.0666666666666667,2.2666666666666666,0.7333333333333334,14,13,1,10,-4,15,24,4,4,-11,-14,0,0,0,1
2025-10-18,2526,Wolfsburg,Stuttgart,A,0.0,0.6,2.2,-1.6,3.0,1.4,0.3333333333333333,1.0666666666666667,-3.0,-2.666666666666667,-0.2,0.6000000000000001,-0.8,0.9333333333333333,1.6,1.6666666666666667,0.2,1.0666666666666667,2.2666666666666666,0.7333333333333334,14,13,1,10,-4,15,24,4,4,-11,-14,0,0,0,1
2025-10-18,2526,RB Leipzig,Hamburg,H,1.8,1.1333333333333333,0.6666666666666666,0.4666666666666667,2.3333333333333335,2.533333333333333,0.06666666666666667,2.4666666666666663,-0.5333333333333334,-1.9999999999999996,-1.6666666666666667,0.9333333333333331,-2.5999999999999996,3.0,2.3,0.3,0.6666666666666666,0.0,1.6666666666666667,2.3333333333333335,14,13,1,26,0,3,16,-4,10,7,10,0,0,0,1
2025-10-18,2526,Mainz,Leverkusen,A,0.2,0.26666666666666666,3.1333333333333333,-2.8666666666666667,2.8666666666666667,1.9333333333333333,0.4,1.5333333333333332,-2.6666666666666665,-4.4,-1.4,0.9333333333333331,-2.333333333333333,0.0,0.0,1.0666666666666667,1.6,2.7,2.4,-1.6,13,14,-1,8,-10,16,22,8,5,-11,-14,0,0,0,1
2025-10-18,2526,Heidenheim,Werder Bremen,D,1.0,0.7333333333333333,1.0666666666666667,-0.33333333333333337,1.8,0.6,1.5333333333333334,-0.9333333333333335,-0.8,0.6000000000000001,-0.5,1.9,-2.4,0.2,0.7333333333333333,2.533333333333333,1.0,1.9333333333333333,2.6666666666666665,-0.8,13,14,-1,6,-14,17,14,-10,13,-4,-8,0,0,0,1
2025-10-18,2526,FC Koln,Augsburg,D,1.8,1.0,0.8666666666666667,0.1333333333333333,1.8,2.2,1.5333333333333334,0.6666666666666667,0.0,-0.5333333333333334,2.3,2.5,-0.20000000000000018,2.1,3.1,1.3,1.8,2.2,1.4,0.30000000000000004,15,14,1,20,4,6,12,-4,14,8,8,0,0,0,1
2025-10-18,2526,FC Koln,Augsburg,D,1.8,1.0,0.8666666666666667,0.1333333333333333,1.8,2.2,1.5333333333333334,0.6666666666666667,0.0,-0.5333333333333334,2.3,2.5,-0.20000000000000018,2.1,3.1,1.3,1.8,2.2,1.4,0.30000000000000004,15,14,1,20,4,6,12,-4,14,8,8,0,0,0,1
2025-10-18,2526,Bayern Munich,Dortmund,H,3.0,3.4,0.06666666666666667,3.333333333333333,1.8,1.3333333333333333,0.6,0.7333333333333333,1.2,2.5999999999999996,0.0,-1.6666666666666667,1.6666666666666667,3.0,5.533333333333333,0.0,1.8,2.6,1.8,1.2,14,14,0,36,44,1,28,16,2,1,8,0,0,0,1
2025-10-19,2526,St Pauli,Hoffenheim,A,0.0,0.3333333333333333,1.4,-1.0666666666666667,0.3333333333333333,0.4,1.2,-0.7999999999999999,-0.3333333333333333,-0.2666666666666667,-0.6,-0.7666666666666667,0.16666666666666674,1.6,2.533333333333333,2.2666666666666666,2.8666666666666667,2.6,1.3333333333333333,-1.2666666666666666,15,16,-1,14,-2,12,14,-6,14,2,0,0,0,0,1
2025-10-19,2526,Freiburg,Ein Frankfurt,D,1.1333333333333333,0.5333333333333333,0.3333333333333333,0.2,1.0,2.2,3.4,-1.1999999999999997,0.1333333333333333,1.3999999999999997,-1.3333333333333335,-0.5,-0.8333333333333335,1.0666666666666667,1.6666666666666667,2.2,2.0,2.533333333333333,1.8666666666666667,-0.9333333333333333,14,15,-1,16,0,9,18,2,8,-1,-2,0,0,0,1
2025-10-19,2526,Freiburg,Ein Frankfurt,D,1.1333333333333333,0.5333333333333333,0.3333333333333333,0.2,1.0,2.2,3.4,-1.1999999999999997,0.1333333333333333,1.3999999999999997,-1.3333333333333335,-0.5,-0.8333333333333335,1.0666666666666667,1.6666666666666667,2.2,2.0,2.533333333333333,1.8666666666666667,-0.9333333333333333,14,15,-1,16,0,9,18,2,8,-1,-2,0,0,0,1
2025-10-19,2526,St Pauli,Hoffenheim,A,0.0,0.3333333333333333,1.4,-1.0666666666666667,0.3333333333333333,0.4,1.2,-0.7999999999999999,-0.3333333333333333,-0.2666666666666667,-0.6,-0.7666666666666667,0.16666666666666674,1.6,2.533333333333333,2.2666666666666666,2.8666666666666667,2.6,1.3333333333333333,-1.2666666666666666,15,16,-1,14,-2,12,14,-6,14,2,0,0,0,0,1
2025-10-24,2526,Werder Bremen,Union Berlin,H,1.6,1.5333333333333334,1.4666666666666666,0.06666666666666687,1.8666666666666667,1.8,1.2666666666666666,0.5333333333333334,-0.2666666666666666,-0.46666666666666656,0.33333333333333326,1.4333333333333333,-1.1,0.8,1.8666666666666667,2.8,1.0,1.3333333333333333,2.933333333333333,-0.19999999999999996,6,7,-1,16,-10,12,20,-6,9,-3,-4,0,0,0,1
2025-10-24,2526,Werder Bremen,Union Berlin,H,1.6,1.5333333333333334,1.4666666666666666,0.06666666666666687,1.8666666666666667,1.8,1.2666666666666666,0.5333333333333334,-0.2666666666666666,-0.46666666666666656,0.33333333333333326,1.4333333333333333,-1.1,0.8,1.8666666666666667,2.8,1.0,1.3333333333333333,2.933333333333333,-0.19999999999999996,6,7,-1,16,-10,12,20,-6,9,-3,-4,0,0,0,1
2025-10-25,2526,Hamburg,Wolfsburg,A,1.0666666666666667,1.9333333333333333,1.2,0.7333333333333334,0.0,0.3333333333333333,2.8666666666666667,-2.533333333333333,1.0666666666666667,3.2666666666666666,-1.5666666666666669,0.0,-1.5666666666666669,1.2,0.9333333333333333,1.5333333333333334,1.8,1.8666666666666667,1.1333333333333333,-0.6000000000000001,7,7,0,16,-6,12,10,-10,15,3,6,0,0,0,1
2025-10-25,2526,Augsburg,RB Leipzig,A,1.6,1.6666666666666667,1.0666666666666667,0.6000000000000001,2.3333333333333335,1.6,0.9333333333333333,0.6666666666666667,-0.7333333333333334,-0.06666666666666665,0.33333333333333326,0.33333333333333304,2.220446049250313e-16,0.2,1.7333333333333334,3.2,1.2,0.4,3.6,-1.0,7,7,0,14,-4,13,32,2,2,-11,-18,0,0,0,1
2025-10-25,2526,Ein Frankfurt,St Pauli,H,0.8,1.6,2.466666666666667,-0.8666666666666667,0.0,0.06666666666666667,2.2666666666666666,-2.1999999999999997,0.8,1.333333333333333,-0.5666666666666665,0.0,-0.5666666666666665,1.8,3.4,2.1333333333333333,1.8,1.2,0.7333333333333333,0.0,6,6,0,20,2,8,14,-8,14,6,6,0,0,0,1
2025-10-25,2526,Hamburg,Wolfsburg,A,1.0666666666666667,1.9333333333333333,1.2,0.7333333333333334,0.0,0.3333333333333333,2.8666666666666667,-2.533333333333333,1.0666666666666667,3.2666666666666666,-1.5666666666666669,0.0,-1.5666666666666669,1.2,0.9333333333333333,1.5333333333333334,1.8,1.8666666666666667,1.1333333333333333,-0.6000000000000001,7,7,0,16,-6,12,10,-10,15,3,6,0,0,0,1
2025-10-25,2526,Hoffenheim,Heidenheim,H,1.8666666666666667,1.8666666666666667,0.4,1.4666666666666668,0.8,1.3333333333333333,1.6,-0.26666666666666683,1.0666666666666667,1.7333333333333336,2.033333333333333,-0.5666666666666665,2.5999999999999996,0.0,0.9333333333333333,3.2,0.0,0.3333333333333333,1.9333333333333333,0.0,6,7,-1,20,0,9,8,-14,17,8,12,0,0,0,1
2025-10-25,2526,M'gladbach,Bayern Munich,A,0.3333333333333333,0.8666666666666667,2.2,-1.3333333333333335,3.0,2.466666666666667,0.6,1.8666666666666667,-2.6666666666666665,-3.2,-0.3666666666666667,0.0,-0.3666666666666667,0.6,0.26666666666666666,1.7333333333333334,3.0,3.3333333333333335,1.5333333333333334,-2.4,8,7,1,6,-18,18,42,46,1,-17,-36,0,0,0,1
2025-10-25,2526,Augsburg,RB Leipzig,A,1.6,1.6666666666666667,1.0666666666666667,0.6000000000000001,2.3333333333333335,1.6,0.9333333333333333,0.6666666666666667,-0.7333333333333334,-0.06666666666666665,0.33333333333333326,0.33333333333333304,2.220446049250313e-16,0.2,1.7333333333333334,3.2,1.2,0.4,3.6,-1.0,7,7,0,14,-4,13,32,2,2,-11,-18,0,0,0,1
2025-10-25,2526,Dortmund,FC Koln,H,0.5333333333333333,1.0666666666666667,1.5333333333333334,-0.4666666666666668,1.6,1.0,0.7333333333333333,0.2666666666666667,-1.0666666666666669,-0.7333333333333335,-2.166666666666667,0.33333333333333326,-2.5,2.8666666666666667,2.2,0.06666666666666667,2.1333333333333333,1.6666666666666667,1.2,0.7333333333333334,7,7,0,28,14,4,22,4,6,2,6,0,0,0,1
2025-10-25,2526,Dortmund,FC Koln,H,0.5333333333333333,1.0666666666666667,1.5333333333333334,-0.4666666666666668,1.6,1.0,0.7333333333333333,0.2666666666666667,-1.0666666666666669,-0.7333333333333335,-2.166666666666667,0.33333333333333326,-2.5,2.8666666666666667,2.2,0.06666666666666667,2.1333333333333333,1.6666666666666667,1.2,0.7333333333333334,7,7,0,28,14,4,22,4,6,2,6,0,0,0,1
2025-10-25,2526,M'gladbach,Bayern Munich,A,0.3333333333333333,0.8666666666666667,2.2,-1.3333333333333335,3.0,2.466666666666667,0.6,1.8666666666666667,-2.6666666666666665,-3.2,-0.3666666666666667,0.0,-0.3666666666666667,0.6,0.26666666666666666,1.7333333333333334,3.0,3.3333333333333335,1.5333333333333334,-2.4,8,7,1,6,-18,18,42,46,1,-17,-36,0,0,0,1
2025-10-25,2526,Ein Frankfurt,St Pauli,H,0.8,1.6,2.466666666666667,-0.8666666666666667,0.0,0.06666666666666667,2.2666666666666666,-2.1999999999999997,0.8,1.333333333333333,-0.5666666666666665,0.0,-0.5666666666666665,1.8,3.4,2.1333333333333333,1.8,1.2,0.7333333333333333,0.0,6,6,0,20,2,8,14,-8,14,6,6,0,0,0,1
2025-10-25,2526,Hoffenheim,Heidenheim,H,1.8666666666666667,1.8666666666666667,0.4,1.4666666666666668,0.8,1.3333333333333333,1.6,-0.26666666666666683,1.0666666666666667,1.7333333333333336,2.033333333333333,-0.5666666666666665,2.5999999999999996,0.0,0.9333333333333333,3.2,0.0,0.3333333333333333,1.9333333333333333,0.0,6,7,-1,20,0,9,8,-14,17,8,12,0,0,0,1
2025-10-26,2526,Leverkusen,Freiburg,H,3.0,3.2,1.8666666666666667,1.3333333333333335,1.0,1.2666666666666666,1.2666666666666666,0.0,2.0,1.3333333333333335,0.3999999999999999,-0.3999999999999999,0.7999999999999998,1.0666666666666667,1.6666666666666667,1.6,1.0666666666666667,1.6,2.4,0.0,8,7,1,28,10,5,18,0,11,6,10,0,0,0,1
2025-10-26,2526,Stuttgart,Mainz,H,3.0,2.2666666666666666,0.06666666666666667,2.1999999999999997,0.0,1.8,3.8666666666666667,-2.0666666666666664,3.0,4.266666666666666,0.0,-0.6,0.6,3.0,1.3333333333333333,0.0,1.6,1.9333333333333333,1.2,1.4,8,8,0,30,10,4,8,-12,16,12,22,0,0,0,1
